stay_year,stay_month,season_band,booking_window_band,room_id,room_name,quoted_requests,overall_converted_requests,same_room_converted_requests,avg_quote_amount,overall_conversion_pct,same_room_conversion_pct
2026,2026-07,PEAK,15-30,2764,Appartamento Area Giardino,84,1,1,2579.15,1.19,1.19
2026,2026-07,PEAK,15-30,2765,Appartamento Area Piscina,154,0,0,2762.33,0.0,0.0
2026,2026-07,PEAK,15-30,2767,Suite Familiare Vista Piscina,5,0,0,2584.18,0.0,0.0
2026,2026-07,PEAK,15-30,3231,Suite Familiare,6,0,0,1244.67,0.0,0.0
2026,2026-07,PEAK,15-30,5375,Villino 2Ten,7,0,0,1417.44,0.0,0.0
2026,2026-07,PEAK,15-30,5376,Villino Double,1,0,0,2100.15,0.0,0.0
2026,2026-07,PEAK,31-60,2761,Camera  Standard,73,2,2,1777.06,2.74,2.74
2026,2026-07,PEAK,31-60,2762,Camera Superior,114,1,0,2033.14,0.88,0.0
2026,2026-07,PEAK,31-60,2763,Camera Deluxe,280,1,1,3105.67,0.36,0.36
2026,2026-07,PEAK,31-60,2764,Appartamento Area Giardino,70,2,2,2455.77,2.86,2.86
2026,2026-07,PEAK,31-60,2765,Appartamento Area Piscina,146,1,0,2515.67,0.68,0.0
2026,2026-07,PEAK,31-60,2767,Suite Familiare Vista Piscina,2,0,0,1193.65,0.0,0.0
2026,2026-07,PEAK,31-60,3231,Suite Familiare,18,0,0,2912.77,0.0,0.0
2026,2026-07,PEAK,31-60,5375,Villino 2Ten,41,1,0,1656.68,2.44,0.0
2026,2026-07,PEAK,31-60,5376,Villino Double,2,0,0,1167.78,0.0,0.0
2026,2026-07,PEAK,61-90,2761,Camera  Standard,123,6,4,1596.55,4.88,3.25
2026,2026-07,PEAK,61-90,2762,Camera Superior,84,2,2,2146.53,2.38,2.38
2026,2026-07,PEAK,61-90,2763,Camera Deluxe,227,5,1,2960.87,2.2,0.44
2026,2026-07,PEAK,61-90,2764,Appartamento Area Giardino,60,3,3,2494.12,5.0,5.0
2026,2026-07,PEAK,61-90,2765,Appartamento Area Piscina,143,2,0,2964.72,1.4,0.0
2026,2026-07,PEAK,61-90,2767,Suite Familiare Vista Piscina,19,1,1,3938.44,5.26,5.26
2026,2026-07,PEAK,61-90,3231,Suite Familiare,18,0,0,3529.51,0.0,0.0
2026,2026-07,PEAK,61-90,5375,Villino 2Ten,8,1,1,1885.62,12.5,12.5
2026,2026-07,PEAK,61-90,5376,Villino Double,9,0,0,2513.42,0.0,0.0
2026,2026-07,PEAK,91-180,2761,Camera  Standard,253,4,4,1939.06,1.58,1.58
2026,2026-07,PEAK,91-180,2762,Camera Superior,309,13,6,2599.59,4.21,1.94
2026,2026-07,PEAK,91-180,2763,Camera Deluxe,430,6,2,3412.62,1.4,0.47
2026,2026-07,PEAK,91-180,2764,Appartamento Area Giardino,159,9,5,3235.65,5.66,3.14
2026,2026-07,PEAK,91-180,2765,Appartamento Area Piscina,539,11,4,3206.27,2.04,0.74
2026,2026-07,PEAK,91-180,2767,Suite Familiare Vista Piscina,162,2,1,3989.0,1.23,0.62
2026,2026-07,PEAK,91-180,3231,Suite Familiare,50,1,0,3826.04,2.0,0.0
2026,2026-07,PEAK,91-180,5376,Villino Double,37,1,1,3004.12,2.7,2.7
2026,2026-07,PEAK,181+,2761,Camera  Standard,27,0,0,2214.56,0.0,0.0
2026,2026-07,PEAK,181+,2762,Camera Superior,38,1,1,2767.29,2.63,2.63
2026,2026-07,PEAK,181+,2763,Camera Deluxe,35,1,0,3603.06,2.86,0.0
2026,2026-07,PEAK,181+,2764,Appartamento Area Giardino,19,2,1,3472.39,10.53,5.26
2026,2026-07,PEAK,181+,2765,Appartamento Area Piscina,59,1,1,3373.19,1.69,1.69
2026,2026-07,PEAK,181+,2767,Suite Familiare Vista Piscina,6,0,0,4379.6,0.0,0.0
2026,2026-07,PEAK,181+,3231,Suite Familiare,8,0,0,3739.33,0.0,0.0
2026,2026-07,PEAK,181+,5376,Villino Double,1,0,0,3306.8,0.0,0.0
