booking_code,dataset_year,status,booking_type,checkin_date,checkout_date,checkin_month,nights,adults_number,children_number,infants_number,guests_number,customer_code,customer_country,customer_province,customer_region,customer_lang,channel_code,channel_name,source,medium,room_id,room_name,arrangement_code,arrangement_name,policy_id,policy_name,agency_code,agency_kind,group_code,group_type,total_stay_amount,total_extra_amount,total_taxes_amount,total_amount,adr,creation_datetime,cancellation_datetime,lead_time_days,is_canceled
B-B8AC0F2910D8,2025,CONFIRMED,GRP,2025-07-13,2025-07-20,2025-07,7,2,0,1,3,C-E988405EE72C,IT,BA,PUGLIA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2762,Camera Superior,FB,Pensione Completa,1,Standard Policy,,,G-92322572,ind,1848.0,65.5,0,1913.5,264.0,2025-03-17 12:03:50,,118,0
B-81C3113838F0,2025,CONFIRMED,GRP,2025-07-20,2025-07-31,2025-07,11,2,2,0,4,C-8B06EA50D5B9,IT,TV,VENETO,IT,crm,Diretto (CRM),,Preventivo da Minisito,2763,Camera Deluxe,HB,Mezza Pensione,1,Standard Policy,,,G-92322572,ind,3965.0,33.5,0,3998.5,360.45,2025-03-17 12:33:40,,125,0
B-983E9B5713C7,2025,CONFIRMED,GRP,2025-07-09,2025-07-12,2025-07,3,2,0,0,2,C-A11524563A70,DE,,,DE,booking-engine-advance-s1,Booking Engine - Advance,,Booking Engine,2761,Camera  Standard,HB,Mezza Pensione,2,Non Rimborsabile,,,G-92322572,ind,542.3,0,0,542.3,180.77,2025-03-17 20:22:23,,114,0
B-2E2D894B830E,2025,CONFIRMED,GRP,2025-07-19,2025-07-26,2025-07,7,5,0,0,5,C-67CFD0B667A3,IT,BA,PUGLIA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2764,Appartamento Area Giardino,HB,Mezza Pensione,2,Non Rimborsabile,,,G-92322572,ind,2672.5,5.6,0,2678.1,381.79,2025-03-18 11:03:15,,123,0
B-426E6A99F28E,2025,CANCELED,IND,2025-08-16,2025-08-23,2025-08,7,4,0,0,4,C-50D316269D06,IT,,,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2763,Camera Deluxe,BB,Bed & Breakfast,1,Standard Policy,,,,,2373.0,0,0,2373.0,339.0,2025-03-18 13:37:46,2025-03-18 13:39:48,151,1
B-16E9488087A7,2025,CANCELED,GRP,2025-08-18,2025-08-25,2025-08,7,2,1,0,3,C-3AA899282881,IT,,,IT,Booking.com,Booking.com,,OTA,2762,Camera Superior,HB,Mezza Pensione,1,Standard Policy,,,G-53149F98,ind,2448.57,0,0,2448.57,349.8,2025-03-18 13:58:40,2025-05-29 12:22:28,153,1
B-CEE8F1FD3B32,2025,CONFIRMED,GRP,2025-07-19,2025-07-26,2025-07,7,4,2,0,6,C-2B84ED573C5E,IT,LI,TOSCANA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2764,Appartamento Area Giardino,HB,Mezza Pensione,2,Non Rimborsabile,,,G-92322572,ind,2987.5,53.0,0,3040.5,426.79,2025-03-19 12:47:35,,122,0
B-DEC0214C1008,2025,CANCELED,IND,2025-07-14,2025-07-19,2025-07,5,2,0,0,2,C-779F4B129A23,IT,,,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2761,Camera  Standard,BB,Bed & Breakfast,2,Non Rimborsabile,,,,,750.5,0,0,750.5,150.1,2025-03-19 13:37:47,2025-03-20 13:33:01,117,1
B-BBCE28581795,2025,CONFIRMED,GRP,2025-07-14,2025-07-19,2025-07,5,2,0,0,2,C-779F4B129A23,IT,BA,PUGLIA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2761,Camera  Standard,BB,Bed & Breakfast,1,Standard Policy,,,G-92322572,ind,745.0,0,0,745.0,149.0,2025-03-19 13:38:24,,117,0
B-1B2D018956FB,2025,CONFIRMED,GRP,2025-06-21,2025-06-28,2025-06,7,2,0,0,2,C-260260588C39,IT,RM,LAZIO,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,G-92322572,ind,1338.0,16.0,0,1354.0,191.14,2025-03-21 11:00:54,,92,0
B-607F762A8B9B,2025,CONFIRMED,GRP,2025-07-19,2025-07-26,2025-07,7,2,2,0,4,C-88CF0CA13A15,IT,BA,PUGLIA,IT,crm,Diretto (CRM),,Preventivo da Minisito,2763,Camera Deluxe,HB,Mezza Pensione,2,Non Rimborsabile,,,G-92322572,ind,2256.7,16.5,0,2273.2,322.39,2025-03-21 20:57:10,,120,0
B-0FAE0D7C3CAD,2025,CANCELED,IND,2025-06-21,2025-06-28,2025-06,7,2,2,0,4,C-5C8616F0273F,IT,,,IT,Booking.com,Booking.com,,OTA,2764,Appartamento Area Giardino,HB,Mezza Pensione,1,Standard Policy,,,,,1906.8,0,0,1906.8,272.4,2025-03-21 21:58:55,2025-03-21 22:23:30,92,1
B-9E5C55B60DB7,2025,CONFIRMED,GRP,2025-08-25,2025-08-31,2025-08,6,2,0,1,3,C-3CBBB3ADB852,IT,CB,MOLISE,IT,Booking.com,Booking.com,,OTA,2762,Camera Superior,HB,Mezza Pensione,1,Standard Policy,,,G-53149F98,ind,1459.08,7.5,0,1466.58,243.18,2025-03-21 22:21:53,,157,0
B-F509876B99C2,2025,CONFIRMED,GRP,2025-08-03,2025-08-13,2025-08,10,2,1,0,3,C-3DCE96EC5076,IT,NO,PIEMONTE,IT,Booking.com,Booking.com,,OTA,2763,Camera Deluxe,HB,Mezza Pensione,2,Non Rimborsabile,,,G-3C4CE496,ind,2727.55,191.0,0,2918.55,272.75,2025-03-22 13:22:08,,134,0
B-6DB4ECF58371,2025,CONFIRMED,GRP,2025-06-29,2025-07-06,2025-06,7,2,0,0,2,C-64EC61285246,IT,RN,EMILIA-ROMAGNA,IT,Booking.com,Booking.com,,OTA,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,G-53149F98,ind,1197.49,0,0,1197.49,171.07,2025-03-22 16:12:27,,99,0
B-1CBDC0478C4D,2025,CONFIRMED,GRP,2025-08-09,2025-08-23,2025-08,14,4,0,1,5,C-749D50B6F590,IT,RM,LAZIO,IT,crm,Diretto (CRM),,Preventivo da Minisito,2765,Appartamento Area Piscina,HB,Mezza Pensione,1,Standard Policy,,,G-CA89BE5B,ind,2800.0,0,0,2800.0,200.0,2025-03-22 20:09:03,,140,0
B-D8D9445344C6,2025,CONFIRMED,GRP,2025-06-28,2025-07-05,2025-06,7,2,0,0,2,C-BBDD0B25445F,CH,,,FR,Booking.com,Booking.com,,OTA,2765,Appartamento Area Piscina,OB,Only Bed,2,Non Rimborsabile,,,G-3C4CE496,ind,929.88,51.0,0,980.88,132.84,2025-03-23 11:31:04,,97,0
B-4E55E8A405E9,2025,CONFIRMED,GRP,2025-06-07,2025-06-14,2025-06,7,2,0,0,2,C-8EF05B862C99,IT,RN,EMILIA-ROMAGNA,IT,crm,Diretto (CRM),,Preventivo da Minisito,2765,Appartamento Area Piscina,BB,Bed & Breakfast,1,Standard Policy,,,G-92322572,ind,925.0,11.5,0,936.5,132.14,2025-03-23 11:49:00,,76,0
B-16047FECF4FC,2025,CONFIRMED,GRP,2025-08-17,2025-08-24,2025-08,7,2,2,0,4,C-9A12FFE81178,IT,TN,TRENTINO-ALTO ADIGE,IT,crm,Diretto (CRM),,Preventivo da Minisito,2767,Suite Familiare Vista Piscina,HB,Mezza Pensione,1,Standard Policy,,,G-92322572,ind,3133.0,277.0,0,3410.0,447.57,2025-03-24 12:38:51,,146,0
B-FD8FB1962D99,2025,CONFIRMED,GRP,2025-08-19,2025-08-27,2025-08,8,2,0,0,2,C-7060AB32AE19,IT,GE,LIGURIA,IT,Booking.com,Booking.com,,OTA,2761,Camera  Standard,BB,Bed & Breakfast,1,Standard Policy,,,G-53149F98,ind,1263.43,99.6,0,1363.03,157.93,2025-03-24 21:13:16,,148,0
B-01FC87CBEDAD,2025,CANCELED,GRP,2025-08-09,2025-08-17,2025-08,8,2,0,0,2,C-A15A11D0F453,IT,,,IT,crm,Diretto (CRM),,Preventivo da Minisito,2761,Camera  Standard,HB,Mezza Pensione,2,Non Rimborsabile,,,G-92322572,ind,1576.8,0,0,1576.8,197.1,2025-03-24 22:14:15,2025-03-28 11:54:13,138,1
B-26E00C5C3AF4,2025,CANCELED,GRP,2025-08-09,2025-08-17,2025-08,8,2,0,0,2,C-FA6710DAC04F,IT,,,IT,crm,Diretto (CRM),,Preventivo da Minisito,2761,Camera  Standard,HB,Mezza Pensione,2,Non Rimborsabile,,,G-92322572,ind,1576.8,0,0,1576.8,197.1,2025-03-24 22:21:19,2025-03-28 11:44:41,138,1
B-BD75D361966F,2025,CANCELED,GRP,2025-07-17,2025-07-20,2025-07,3,2,0,0,2,C-494B9AF6E98D,IT,,,IT,Booking.com,Booking.com,,OTA,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,G-3C4CE496,ind,612.72,0,0,612.72,204.24,2025-03-25 08:45:12,2025-04-03 08:38:02,114,1
B-4E6D339A4D25,2025,CANCELED,GRP,2025-07-10,2025-07-13,2025-07,3,2,0,0,2,C-494B9AF6E98D,IT,,,IT,Booking.com,Booking.com,,OTA,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,G-3C4CE496,ind,591.48,0,0,591.48,197.16,2025-03-25 08:44:42,2025-04-03 08:31:48,107,1
B-9BFD9B0A4726,2025,CANCELED,GRP,2025-06-20,2025-06-22,2025-06,2,2,0,0,2,C-494B9AF6E98D,IT,,,IT,Booking.com,Booking.com,,OTA,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,G-3C4CE496,ind,348.3,0,0,348.3,174.15,2025-03-25 08:46:07,2025-04-03 08:28:28,87,1
B-E749BAA8DB5F,2025,CONFIRMED,GRP,2025-08-12,2025-08-19,2025-08,7,2,0,1,3,C-5148C3276122,IT,BA,PUGLIA,IT,crm,Diretto (CRM),,Preventivo da Minisito,2762,Camera Superior,FB,Pensione Completa,1,Standard Policy,,,G-92322572,ind,2185.0,104.0,0,2289.0,312.14,2025-03-25 10:35:25,,140,0
B-223ED9B74F52,2025,CANCELED,GRP,2025-06-20,2025-06-26,2025-06,6,2,1,0,3,C-935A32DF6860,IT,,,IT,Booking.com,Booking.com,,OTA,2762,Camera Superior,BB,Bed & Breakfast,1,Standard Policy,,,G-3C4CE496,ind,938.7,0,0,938.7,156.45,2025-03-25 13:52:08,2025-04-10 10:55:57,87,1
B-53E4047AFBD5,2025,CANCELED,GRP,2025-07-28,2025-08-09,2025-07,12,2,0,0,2,C-860FBCCB4399,IT,,,IT,Booking.com,Booking.com,,OTA,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,G-3C4CE496,ind,2406.55,0,0,2406.55,200.55,2025-03-25 14:38:52,2025-03-26 11:30:09,125,1
B-24888080E477,2025,CANCELED,IND,2025-04-05,2025-04-12,2025-04,7,2,0,0,2,,IT,,,IT,crm,Diretto (CRM),crmdirect,Inserita da CRM,2761,Camera  Standard,BB,Bed & Breakfast,1,Standard Policy,,,,,7000.0,0,0,7000.0,1000.0,2025-03-25 16:22:09,2025-03-25 16:25:13,11,1
B-B9FA1D993E36,2025,CANCELED,GRP,2025-06-27,2025-06-29,2025-06,2,3,0,0,3,C-DA850E636FDB,IT,,,IT,Booking.com,Booking.com,,OTA,2762,Camera Superior,FB,Pensione Completa,1,Standard Policy,,,G-53149F98,ind,608.49,0,0,608.49,304.25,2025-03-25 18:45:57,2025-06-07 08:24:44,94,1
B-8F83FE0C53C9,2025,CANCELED,GRP,2025-06-27,2025-06-29,2025-06,2,2,0,0,2,C-DA850E636FDB,IT,,,IT,Booking.com,Booking.com,,OTA,2761,Camera  Standard,FB,Pensione Completa,1,Standard Policy,,,G-53149F98,ind,475.74,0,0,475.74,237.87,2025-03-25 18:45:57,2025-06-07 08:24:44,94,1
B-8C5B61001D6C,2025,CONFIRMED,GRP,2025-08-09,2025-08-17,2025-08,8,2,0,0,2,C-FA6710DAC04F,IT,PG,UMBRIA,IT,Booking.com,Booking.com,,OTA,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,G-53149F98,ind,1487.9,276.5,0,1764.4,185.99,2025-03-25 21:13:38,,137,0
B-29748F958ACB,2025,CONFIRMED,GRP,2025-08-09,2025-08-17,2025-08,8,2,0,0,2,C-A15A11D0F453,IT,PG,UMBRIA,IT,Booking.com,Booking.com,,OTA,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,G-53149F98,ind,1650.8,113.6,0,1764.4,206.35,2025-03-25 23:13:59,,137,0
B-61081C5166B4,2025,CANCELED,IND,2025-07-20,2025-07-30,2025-07,10,2,2,0,4,C-068D28C7961D,IT,,,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2764,Appartamento Area Giardino,HB,Mezza Pensione,2,Non Rimborsabile,,,,,3400.0,0,0,3400.0,340.0,2025-03-26 11:04:02,2025-03-26 11:06:51,116,1
B-8E695040573D,2025,CONFIRMED,GRP,2025-08-09,2025-08-23,2025-08,14,4,0,0,4,,IT,BT,PUGLIA,IT,crm,Diretto (CRM),,Inserita da PMS,2765,Appartamento Area Piscina,OB,Only Bed,1,Standard Policy,,,G-85F9B21F,ind,1124.0,59.5,0,1183.5,80.29,2025-03-26 13:28:35,,136,0
B-8FAA9A60364A,2025,CANCELED,GRP,2025-08-16,2025-08-23,2025-08,7,3,1,0,4,C-21A0EE49B116,IT,,,IT,crm,Diretto (CRM),,Preventivo da Minisito,2765,Appartamento Area Piscina,FB,Pensione Completa,1,Standard Policy,,,G-92322572,ind,3535.0,0,0,3535.0,505.0,2025-03-26 22:39:37,2025-03-31 19:15:39,143,1
B-5074CDA02534,2025,CANCELED,GRP,2025-08-16,2025-08-23,2025-08,7,2,0,0,2,C-21A0EE49B116,IT,,,IT,crm,Diretto (CRM),direct,Preventivo da Minisito,2765,Appartamento Area Piscina,FB,Pensione Completa,1,Standard Policy,,,G-92322572,ind,2345.0,0,0,2345.0,335.0,2025-03-26 22:52:32,2025-03-31 18:38:01,143,1
B-6A60C1CB7512,2025,CANCELED,GRP,2025-08-09,2025-08-17,2025-08,8,2,0,1,3,C-42824D959444,IT,,,IT,Booking.com,Booking.com,,OTA,2762,Camera Superior,HB,Mezza Pensione,1,Standard Policy,,,G-3C4CE496,ind,2030.4,20.0,0,2050.4,253.8,2025-03-26 23:32:18,2025-04-28 18:52:18,136,1
B-B54005A9D10A,2025,CANCELED,GRP,2025-08-10,2025-08-22,2025-08,12,3,0,0,3,C-17BF3EE97BC5,IT,,,IT,Booking.com,Booking.com,,OTA,2762,Camera Superior,BB,Bed & Breakfast,1,Standard Policy,,,G-3C4CE496,ind,3045.6,0,0,3045.6,253.8,2025-03-27 11:38:46,2025-03-27 11:57:03,136,1
B-97BB8EAB6362,2025,CANCELED,GRP,2025-08-04,2025-08-14,2025-08,10,2,0,1,3,C-F7BC2E9C5235,IT,,,IT,Booking.com,Booking.com,,OTA,2762,Camera Superior,HB,Mezza Pensione,1,Standard Policy,,,G-3C4CE496,ind,2495.52,0,0,2495.52,249.55,2025-03-27 12:51:58,2025-04-03 20:50:41,130,1
B-F7810D01FDF5,2025,CONFIRMED,GRP,2025-06-19,2025-06-24,2025-06,5,2,0,0,2,C-D423813BA75F,IT,FI,TOSCANA,IT,Booking.com,Booking.com,,OTA,2761,Camera  Standard,BB,Bed & Breakfast,1,Standard Policy,,,G-53149F98,ind,599.5,44.0,0,643.5,119.9,2025-03-27 13:48:27,,84,0
B-0A0C016D4054,2025,CONFIRMED,GRP,2025-08-09,2025-08-16,2025-08,7,2,1,0,3,C-BF67E6DE918F,IT,PD,VENETO,IT,crm,Diretto (CRM),digitaldept,Preventivo da Minisito,2762,Camera Superior,HB,Mezza Pensione,1,Standard Policy,,,G-92322572,ind,2478.0,123.5,0,2601.5,354.0,2025-03-27 18:40:39,,135,0
B-F57B2CD5120E,2025,CONFIRMED,GRP,2025-06-09,2025-06-15,2025-06,6,2,2,0,4,C-B375162A6CFF,IT,PD,VENETO,IT,crm,Diretto (CRM),,Preventivo da Minisito,2763,Camera Deluxe,FB,Pensione Completa,1,Standard Policy,,,G-92322572,ind,2142.0,15.5,0,2157.5,357.0,2025-03-27 22:09:57,,74,0
B-A693D4A8E36C,2025,CONFIRMED,GRP,2025-07-20,2025-07-30,2025-07,10,2,2,0,4,C-068D28C7961D,CH,,,IT,crm,Diretto (CRM),,Preventivo da Minisito,2764,Appartamento Area Giardino,HB,Mezza Pensione,2,Non Rimborsabile,,,G-92322572,ind,3000.0,34.0,0,3034.0,300.0,2025-03-27 22:10:20,,115,0
B-554C6311B1A3,2025,CONFIRMED,GRP,2025-08-09,2025-08-17,2025-08,8,2,0,0,2,C-B6728292AF58,IT,PG,UMBRIA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,G-92322572,ind,1752.0,356.3,0,2108.3,219.0,2025-03-28 09:47:11,,134,0
B-16D873EC19B7,2025,CANCELED,GRP,2025-08-18,2025-08-25,2025-08,7,1,1,0,2,C-E80C6EECDB8B,IT,,,IT,Booking.com,Booking.com,,OTA,2762,Camera Superior,HB,Mezza Pensione,1,Standard Policy,,,G-3C4CE496,ind,1962.2,0,0,1962.2,280.31,2025-03-28 10:08:30,2025-03-28 11:27:35,143,1
B-2981E56C5CCD,2025,CANCELED,GRP,2025-08-18,2025-08-25,2025-08,7,1,1,0,2,C-E80C6EECDB8B,IT,,,IT,Booking.com,Booking.com,,OTA,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,G-3C4CE496,ind,1617.3,0,0,1617.3,231.04,2025-03-28 10:08:30,2025-03-28 11:27:35,143,1
B-D35295D76C73,2025,CANCELED,GRP,2025-08-06,2025-08-13,2025-08,7,2,0,0,2,C-BAADD3751375,IT,,,IT,Booking.com,Booking.com,,OTA,2763,Camera Deluxe,HB,Mezza Pensione,1,Standard Policy,,,G-3C4CE496,ind,1904.04,0,0,1904.04,272.01,2025-03-28 11:29:52,2025-04-01 09:52:58,131,1
B-6711E79C8024,2025,CANCELED,GRP,2025-08-06,2025-08-13,2025-08,7,1,0,1,2,C-BAADD3751375,IT,,,IT,Booking.com,Booking.com,,OTA,2763,Camera Deluxe,HB,Mezza Pensione,1,Standard Policy,,,G-3C4CE496,ind,1904.04,0,0,1904.04,272.01,2025-03-28 11:29:52,2025-04-01 09:52:58,131,1
B-AAEDDA058744,2025,CONFIRMED,GRP,2025-06-28,2025-07-05,2025-06,7,3,1,0,4,,IT,CT,SICILIA,IT,crm,Diretto (CRM),,Inserita da PMS,2765,Appartamento Area Piscina,OB,Only Bed,1,Standard Policy,,,G-85F9B21F,ind,641.0,92.5,0,733.5,91.57,2025-03-28 11:53:12,,92,0
B-EFF18E93D9A3,2025,CONFIRMED,GRP,2025-08-02,2025-08-09,2025-08,7,2,0,0,2,C-8E3583519A76,ES,,,CA,Booking.com,Booking.com,,OTA,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,G-53149F98,ind,1564.2,0,0,1564.2,223.46,2025-03-29 22:27:15,,126,0
B-18EDB606C9EA,2025,CONFIRMED,GRP,2025-08-02,2025-08-09,2025-08,7,3,1,0,4,C-8E3583519A76,ES,,,CA,Booking.com,Booking.com,,OTA,2764,Appartamento Area Giardino,HB,Mezza Pensione,1,Standard Policy,,,G-53149F98,ind,2819.61,0,0,2819.61,402.8,2025-03-29 22:27:15,,126,0
B-86D2563AA400,2025,CONFIRMED,GRP,2025-07-21,2025-07-28,2025-07,7,1,0,1,2,C-C4D8C8BBD8BB,FR,,,FR,Booking.com,Booking.com,,OTA,2761,Camera  Standard,BB,Bed & Breakfast,1,Standard Policy,,,G-53149F98,ind,1011.48,14.0,0,1025.48,144.5,2025-03-30 14:13:09,,113,0
B-B8B1C36490B7,2025,CONFIRMED,GRP,2025-07-21,2025-07-28,2025-07,7,0,1,1,2,C-C4D8C8BBD8BB,FR,,,FR,Booking.com,Booking.com,,OTA,2761,Camera  Standard,BB,Bed & Breakfast,1,Standard Policy,,,G-53149F98,ind,1075.48,75.5,0,1150.98,153.64,2025-03-30 14:13:09,,113,0
B-532776A12239,2025,CONFIRMED,GRP,2025-08-09,2025-08-17,2025-08,8,2,0,0,2,C-2228FF4ADB98,IT,CB,MOLISE,IT,crm,Diretto (CRM),,Preventivo da Minisito,2761,Camera  Standard,HB,Mezza Pensione,2,Non Rimborsabile,,,G-92322572,ind,1636.8,100.0,0,1736.8,204.6,2025-03-30 17:58:44,,132,0
B-07A135487484,2025,CONFIRMED,GRP,2025-08-09,2025-08-17,2025-08,8,2,1,0,3,C-2228FF4ADB98,IT,TV,VENETO,IT,crm,Diretto (CRM),,Preventivo da Minisito,2762,Camera Superior,HB,Mezza Pensione,2,Non Rimborsabile,,,G-92322572,ind,2328.8,103.7,0,2432.5,291.1,2025-03-30 18:02:22,,132,0
B-69D7B3929339,2025,CONFIRMED,GRP,2025-06-14,2025-06-17,2025-06,3,2,1,1,4,C-543FF7187C28,IT,FG,PUGLIA,IT,crm,Diretto (CRM),,Preventivo da Minisito,2765,Appartamento Area Piscina,OB,Only Bed,1,Standard Policy,,,G-92322572,ind,380.0,0,0,380.0,126.67,2025-03-31 10:23:23,,75,0
B-5A86A5EA6641,2025,CANCELED,GRP,2025-09-01,2025-09-07,2025-09,6,2,0,0,2,C-0E4DA29730B8,IT,,,IT,Booking.com,Booking.com,,OTA,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,G-3C4CE496,ind,1141.14,0,0,1141.14,190.19,2025-03-31 12:06:24,2025-05-18 17:44:50,154,1
B-8EFDF7CD7752,2025,CONFIRMED,GRP,2025-07-09,2025-07-14,2025-07,5,2,1,0,3,C-0A339E873F32,IT,MI,LOMBARDIA,IT,crm,Diretto (CRM),,Preventivo da Minisito,2762,Camera Superior,HB,Mezza Pensione,2,Non Rimborsabile,,,G-92322572,ind,1109.5,0,0,1109.5,221.9,2025-03-31 17:02:04,,100,0
B-C0D6077E6BEB,2025,CANCELED,GRP,2025-06-06,2025-06-08,2025-06,2,2,0,0,2,C-8F46CC11CB23,IT,,,IT,Booking.com,Booking.com,,OTA,2761,Camera  Standard,BB,Bed & Breakfast,1,Standard Policy,,,G-3C4CE496,ind,189.22,0,0,189.22,94.61,2025-03-31 23:06:13,2025-05-06 20:16:54,67,1
B-6D1188CDFC52,2025,CANCELED,GRP,2025-06-06,2025-06-08,2025-06,2,2,0,0,2,C-8F46CC11CB23,IT,,,IT,Booking.com,Booking.com,,OTA,2761,Camera  Standard,BB,Bed & Breakfast,1,Standard Policy,,,G-3C4CE496,ind,189.22,0,0,189.22,94.61,2025-03-31 23:06:13,2025-05-06 20:16:54,67,1
B-90D50DAF7AEF,2025,CANCELED,GRP,2025-08-09,2025-08-16,2025-08,7,2,0,1,3,C-C365B0AF572E,IT,,,IT,Booking.com,Booking.com,,OTA,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,G-3C4CE496,ind,2442.09,0,0,2442.09,348.87,2025-04-01 14:31:43,2025-05-01 18:20:32,130,1
B-C76EB8F85421,2025,CANCELED,GRP,2025-08-02,2025-08-16,2025-08,14,2,0,0,2,C-AE958B3FA954,IT,,,IT,Booking.com,Booking.com,,OTA,2761,Camera  Standard,BB,Bed & Breakfast,1,Standard Policy,,,G-3C4CE496,ind,2148.02,0,0,2148.02,153.43,2025-04-02 09:27:54,2025-05-14 19:04:27,122,1
B-BF10A5083A32,2025,CANCELED,GRP,2025-08-10,2025-08-17,2025-08,7,2,0,0,2,C-0677BFA8D089,IT,,,IT,Booking.com,Booking.com,,OTA,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,G-3C4CE496,ind,1428.0,0,0,1428.0,204.0,2025-04-02 11:25:36,2025-04-26 09:28:03,130,1
B-4E15196B76F6,2025,CONFIRMED,GRP,2025-07-23,2025-07-29,2025-07,6,2,1,0,3,C-97C965A0F16E,IT,AQ,ABRUZZO,IT,crm,Diretto (CRM),,Preventivo da Minisito,2762,Camera Superior,BB,Bed & Breakfast,2,Non Rimborsabile,,,G-92322572,ind,1073.9,134.0,0,1207.9,178.98,2025-04-02 14:17:57,,112,0
B-CA56EB131527,2025,CANCELED,GRP,2025-07-23,2025-07-29,2025-07,6,2,1,1,4,C-97C965A0F16E,IT,,,IT,crm,Diretto (CRM),,Preventivo da Minisito,2762,Camera Superior,BB,Bed & Breakfast,1,Standard Policy,,,G-EEE9B40D,ind,1254.0,0,0,1254.0,209.0,2025-04-02 15:33:23,2025-04-08 10:14:59,112,1
B-94DE08313AC9,2025,CONFIRMED,GRP,2025-08-14,2025-08-21,2025-08,7,2,0,0,2,C-CB7D8817CEDE,IT,NA,CAMPANIA,IT,Booking.com,Booking.com,,OTA,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,G-53149F98,ind,1428.0,41.2,0,1469.2,204.0,2025-04-02 17:32:54,,134,0
B-758C909EE35E,2025,CANCELED,GRP,2025-08-08,2025-08-15,2025-08,7,2,1,0,3,C-3AA899282881,IT,,,IT,Booking.com,Booking.com,,OTA,2762,Camera Superior,HB,Mezza Pensione,1,Standard Policy,,,G-53149F98,ind,2192.26,0,0,2192.26,313.18,2025-04-02 18:02:03,2025-05-29 12:21:04,128,1
B-AA7C223A448B,2025,CONFIRMED,GRP,2025-07-23,2025-07-29,2025-07,6,2,1,0,3,C-F1B603C5EDD3,IT,AQ,ABRUZZO,IT,crm,Diretto (CRM),,Preventivo da Minisito,2762,Camera Superior,BB,Bed & Breakfast,1,Standard Policy,,,G-92322572,ind,1259.0,22.3,0,1281.3,209.83,2025-04-02 23:05:32,,112,0
B-CEC347FBA581,2025,CANCELED,GRP,2025-06-20,2025-06-22,2025-06,2,2,0,0,2,C-494B9AF6E98D,IT,,,IT,Booking.com,Booking.com,,OTA,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,G-3C4CE496,ind,339.49,0,0,339.49,169.75,2025-04-03 08:28:21,2025-05-02 15:31:33,78,1
B-9682F83B5D81,2025,CANCELED,GRP,2025-07-10,2025-07-13,2025-07,3,2,0,0,2,C-494B9AF6E98D,IT,,,IT,Booking.com,Booking.com,,OTA,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,G-3C4CE496,ind,576.51,0,0,576.51,192.17,2025-04-03 08:31:35,2025-05-16 21:32:15,98,1
B-6A5FC46B058E,2025,CANCELED,GRP,2025-07-17,2025-07-20,2025-07,3,2,0,0,2,C-494B9AF6E98D,IT,,,IT,Booking.com,Booking.com,,OTA,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,G-3C4CE496,ind,597.21,0,0,597.21,199.07,2025-04-03 08:39:41,2025-05-16 21:31:16,105,1
B-AB0E359DAC81,2025,CANCELED,GRP,2025-08-21,2025-08-30,2025-08,9,2,0,1,3,C-769792E712F3,IT,,,IT,Booking.com,Booking.com,,OTA,2762,Camera Superior,HB,Mezza Pensione,1,Standard Policy,,,G-53149F98,ind,1947.75,0,0,1947.75,216.42,2025-04-03 08:49:24,2025-06-22 08:30:09,140,1
B-DFEB6263A26E,2025,CANCELED,IND,2025-08-13,2025-08-23,2025-08,10,2,0,0,2,C-7571E66E30EE,IT,,,IT,Booking.com,Booking.com,,OTA,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,,,2040.0,0,0,2040.0,204.0,2025-04-03 09:24:24,2025-04-03 10:15:32,132,1
