booking_code,customer_code,guest_seq,guest_code,age_at_checkin,sex
B-B94A4C4A1FD2,C-F7BC2E9C5235,2,GU-7D6E8BD90D2B,,
B-B94A4C4A1FD2,C-F7BC2E9C5235,3,GU-C9138263A194,,
B-C7A2A389696E,C-127D50DA3206,1,GU-451FC1723A9F,31,M
B-C7A2A389696E,C-127D50DA3206,2,GU-5D5450DFF937,33,F
B-C7A2A389696E,C-127D50DA3206,3,GU-FD5B5379215A,2,F
B-D85D9F630D59,C-E06E61473066,1,GU-38CB979BFFE3,27,F
B-D85D9F630D59,C-E06E61473066,2,GU-851B35669017,29,M
B-0011CA8EDA5E,C-0DB5EB89DB6F,1,GU-3A0CFF1D2072,51,
B-0011CA8EDA5E,C-0DB5EB89DB6F,2,GU-B69E3DBFCFEA,48,
B-0011CA8EDA5E,C-0DB5EB89DB6F,3,GU-C1204A52771F,4,
B-0011CA8EDA5E,C-0DB5EB89DB6F,4,GU-F882732816EF,13,
B-E570904C8C4E,C-0DB5EB89DB6F,1,GU-E3F34C94F5DB,51,M
B-E570904C8C4E,C-0DB5EB89DB6F,2,GU-20FC8FB6F589,48,F
B-E570904C8C4E,C-0DB5EB89DB6F,3,GU-E6F69253B223,13,M
B-E570904C8C4E,C-0DB5EB89DB6F,4,GU-F4607B49B936,4,F
B-3D0C27A700FA,C-AD1D58558BEE,1,GU-E73398C763EF,49,M
B-3D0C27A700FA,C-AD1D58558BEE,2,GU-61561E52644F,14,M
B-C181AF0161B9,,1,GU-846CFEF95868,,
B-C181AF0161B9,,2,GU-9D081B7D27A5,,
B-C181AF0161B9,,3,GU-AFA2C4E964AB,,
B-4BC3F2BD158E,,1,GU-AF0ACDEE6638,,
B-4BC3F2BD158E,,2,GU-09BF07D30965,,
B-4BC3F2BD158E,,3,GU-1E57195DB116,,
B-BAD0A8703EF0,C-5AAB66412EAF,1,GU-906BEC506DBC,37,M
B-BAD0A8703EF0,C-5AAB66412EAF,2,GU-F219A70A4234,30,F
B-BAD0A8703EF0,C-5AAB66412EAF,3,GU-C693EB92A5DC,4,M
B-0AD199A2C811,C-D3F6E293D863,1,GU-7E16E172D368,44,F
B-0AD199A2C811,C-D3F6E293D863,2,GU-C1290C4AFDDB,12,M
B-0AD199A2C811,C-D3F6E293D863,3,GU-A0BCB9F83425,48,M
B-F879D5081498,C-68F3DD115372,1,GU-049C3DC9E086,50,M
B-F879D5081498,C-68F3DD115372,2,GU-1FFDD840E8A9,52,M
B-F879D5081498,C-68F3DD115372,3,GU-FE036BDFA0FE,18,F
B-A5CA89EB6101,C-ADE341E27FDB,1,GU-B78FA9CC6E45,50,M
B-A5CA89EB6101,C-ADE341E27FDB,2,GU-73D350D022DE,50,F
B-A5CA89EB6101,C-ADE341E27FDB,3,GU-EEEE3C8CFDF3,15,M
B-CD124EC30EAE,C-BA8F98E6C6DC,1,GU-83ABD012DA1B,55,M
B-CD124EC30EAE,C-BA8F98E6C6DC,2,GU-ADFBCF0752B3,54,F
B-BFEF3622BB38,C-A1713BE3CC83,1,GU-5C104E9546A8,57,M
B-BFEF3622BB38,C-A1713BE3CC83,2,GU-D2C24B4D2A2F,58,F
B-BFEF3622BB38,C-A1713BE3CC83,3,GU-4EBB237374C7,15,M
B-82154CAC3139,C-AE9975AFA023,1,GU-345D83778618,58,F
B-82154CAC3139,C-AE9975AFA023,2,GU-99E4E10EFE94,57,M
B-82154CAC3139,C-AE9975AFA023,3,GU-DC952AF99436,14,F
B-9F4FFB34A5AD,C-7B94678E2E17,1,GU-F163A9494ED5,,
B-9F4FFB34A5AD,C-7B94678E2E17,2,GU-EE6560BC01AD,,
B-9F4FFB34A5AD,C-7B94678E2E17,3,GU-A69A11B25880,,
B-27A902C80193,C-941FF34E6773,1,GU-F6092705FAF1,63,M
B-27A902C80193,C-941FF34E6773,2,GU-49FC9F5BF303,62,F
B-777195450204,C-4DA00323C271,1,GU-04113DDAFD1E,,
B-777195450204,C-4DA00323C271,2,GU-5DFA833CA600,,
B-0043489579BC,C-D391F257F397,1,GU-CC3EE9A2905F,32,M
B-0043489579BC,C-D391F257F397,2,GU-7B814EB3ECFB,32,F
B-0043489579BC,C-D391F257F397,3,GU-39F38272FBBD,1,F
B-B83FFA9823AF,C-4DA00323C271,1,GU-1C2CA703223C,35,F
B-B83FFA9823AF,C-4DA00323C271,2,GU-6FADB3494C44,34,M
B-3AEF9824D298,C-5BCD56391953,1,GU-E3BA1617B6BE,50,M
B-3AEF9824D298,C-5BCD56391953,2,GU-60048389B094,58,F
B-C2B4E5505F93,C-8BA37B165A66,1,GU-6831A0377BF3,,
B-C2B4E5505F93,C-8BA37B165A66,2,GU-0F4C9E41D616,,
B-C2B4E5505F93,C-8BA37B165A66,3,GU-CEF52B4A20E9,,
B-4AA2A204798E,C-AC5E4209F3BF,1,GU-C1A403459BC7,,
B-4AA2A204798E,C-AC5E4209F3BF,2,GU-6886B1177A79,,
B-4AA2A204798E,C-AC5E4209F3BF,3,GU-375378C4D723,,
B-99CE0D3961B7,C-599FA0BA1E38,1,GU-61F493710263,57,M
B-99CE0D3961B7,C-599FA0BA1E38,2,GU-615464DF564A,53,F
B-99CE0D3961B7,C-599FA0BA1E38,3,GU-8C7B81F42218,14,M
B-828FE0EAA42D,C-84B827707A06,1,GU-2BC08E5EC124,49,M
B-828FE0EAA42D,C-84B827707A06,2,GU-97B810CFAF20,49,F
B-828FE0EAA42D,C-84B827707A06,3,GU-AA7830B1D4E4,16,M
B-32C13B599472,C-7A41D00D2522,1,GU-87AE5C355FB0,58,M
B-32C13B599472,C-7A41D00D2522,2,GU-BA4BA3D7F589,58,F
B-53663CF31EBF,C-7FE735258110,1,GU-31EC62BC1A44,66,M
B-53663CF31EBF,C-7FE735258110,2,GU-1DF0DFF7564F,62,F
B-7E77A973598E,C-155327BC42D5,1,GU-1365F31A6993,,
B-7E77A973598E,C-155327BC42D5,2,GU-599DD0511DC9,,
B-868F53124DE3,C-7FE735258110,1,GU-5BCD9DF9FDAE,41,M
B-868F53124DE3,C-7FE735258110,2,GU-9BA65A756AF6,40,F
B-868F53124DE3,C-7FE735258110,3,GU-08134E8EF359,0,M
B-B70E454EE178,C-7FE735258110,1,GU-4F56D7167105,33,M
B-B70E454EE178,C-7FE735258110,2,GU-373B346BAA06,32,F
B-B70E454EE178,C-7FE735258110,3,GU-41522B9EFD7B,5,M
B-B70E454EE178,C-7FE735258110,4,GU-22BDB0BB02AF,0,M
B-0A4AA49F6EFC,C-F1F6E8302AB2,1,GU-946FE8F8FE29,34,F
B-0A4AA49F6EFC,C-F1F6E8302AB2,2,GU-901C02679767,41,M
B-8256C33DDE7E,C-CB2AAD34FD86,1,GU-C5941240DE5D,50,F
B-8256C33DDE7E,C-CB2AAD34FD86,2,GU-8A049794CBCA,49,M
B-8256C33DDE7E,C-CB2AAD34FD86,3,GU-B7021A76F6F2,10,M
B-8256C33DDE7E,C-CB2AAD34FD86,4,GU-02319C797D57,7,F
B-513DB2E84F66,C-CB2AAD34FD86,1,GU-A03219D41A67,,
B-513DB2E84F66,C-CB2AAD34FD86,2,GU-BA0998D4EEEF,,
B-513DB2E84F66,C-CB2AAD34FD86,3,GU-44E79BED0466,,
B-513DB2E84F66,C-CB2AAD34FD86,4,GU-F0C6D03F7EF7,,
B-56167100F2DB,,1,GU-CD77E622DA45,,
B-56167100F2DB,,2,GU-C51C6594DE57,,
B-56167100F2DB,,3,GU-BCB7A9BF172A,,
B-56167100F2DB,,4,GU-23D8C97C7F2E,,
B-7C4230F36DDD,C-D43897AE16C9,1,GU-A5E9A8EF3ED1,35,F
B-7C4230F36DDD,C-D43897AE16C9,2,GU-126853DFB61F,39,M
B-7C4230F36DDD,C-D43897AE16C9,3,GU-42CA384CA58C,8,M
B-1E40E55D9232,C-25EF660D945C,1,GU-57077069906D,53,M
B-1E40E55D9232,C-25EF660D945C,2,GU-6633D268E068,57,F
B-1E40E55D9232,C-25EF660D945C,3,GU-24A0E760062B,19,M
B-1E40E55D9232,C-25EF660D945C,4,GU-9FA3969F4081,15,F
B-0BB25C610554,C-6D9EC3B43B97,1,GU-4A9C0FA68216,,
B-0BB25C610554,C-6D9EC3B43B97,2,GU-CA1CEECCD079,,
B-AA6D15D50498,C-3C220C8F3345,1,GU-9BF92C2D9F45,53,M
B-AA6D15D50498,C-3C220C8F3345,2,GU-F818A770346A,50,F
B-AA6D15D50498,C-3C220C8F3345,3,GU-34127D81B466,19,M
B-AA6D15D50498,C-3C220C8F3345,4,GU-5CF8ED0E9ED9,14,F
B-8B54B8BD1D29,C-3C220C8F3345,1,GU-69EE5504A47A,46,M
B-8B54B8BD1D29,C-3C220C8F3345,2,GU-F8B6FEA15B11,44,F
B-8B54B8BD1D29,C-3C220C8F3345,3,GU-D354DBCE7B7B,13,F
B-8B54B8BD1D29,C-3C220C8F3345,4,GU-823649B4C5ED,8,F
B-D20A3ACE516B,C-F8C9E5640C6B,1,GU-72C5B09BBD00,55,M
B-D20A3ACE516B,C-F8C9E5640C6B,2,GU-15FB01805D23,55,F
B-D20A3ACE516B,C-F8C9E5640C6B,3,GU-B5FCA362DBA8,19,F
B-D20A3ACE516B,C-F8C9E5640C6B,4,GU-D9543E9C9710,14,F
B-C1C68487F12B,C-D5DE6002CA28,1,GU-6557CF8BE835,40,F
B-C1C68487F12B,C-D5DE6002CA28,2,GU-CB58EA97BCE6,48,M
B-C1C68487F12B,C-D5DE6002CA28,3,GU-6E03E9F850E8,13,F
B-C1C68487F12B,C-D5DE6002CA28,4,GU-2E8B2FAF7888,10,F
B-E9E51829CF7B,C-CD520EF97089,1,GU-63F0F9C05546,,
B-E9E51829CF7B,C-CD520EF97089,2,GU-8C4FD5F48A71,,
B-FE304906F7E3,C-8BA37B165A66,1,GU-1DAC275B6038,39,M
B-FE304906F7E3,C-8BA37B165A66,2,GU-3FA5E93743B8,51,F
B-FE304906F7E3,C-8BA37B165A66,3,GU-68D673742F18,10,M
B-88B262BD64ED,C-AF3BFADEC5A9,1,GU-D130D4380063,79,M
B-88B262BD64ED,C-AF3BFADEC5A9,2,GU-1D835770AE93,78,F
B-2B30FDF755ED,,1,GU-BA4C5F2C634E,51,F
B-2B30FDF755ED,,2,GU-486D6B59BFFA,13,F
B-2B30FDF755ED,,3,GU-4189933C4F2D,53,M
B-2B30FDF755ED,,4,GU-A479C0169400,54,M
B-2B30FDF755ED,,5,GU-A7D760BF488D,47,F
B-2B30FDF755ED,,6,GU-4171AB752994,13,F
B-47F868FBDDCC,,1,GU-983C0C4F0919,,
B-47F868FBDDCC,,2,GU-D12B7C60FFF8,,
B-0E5B9BB7F3B8,,1,GU-1CF3C34857F2,,
B-0E5B9BB7F3B8,,2,GU-33723E6B151B,,
B-5332FA54724B,C-0D3A73132909,1,GU-5AC52ADA6A46,53,F
B-5332FA54724B,C-0D3A73132909,2,GU-17891C43AC45,54,M
B-3AB65A1CA3EC,C-E99A0E43DD43,1,GU-113E2E54CDD3,39,M
B-3AB65A1CA3EC,C-E99A0E43DD43,2,GU-158F8D280351,38,M
B-3AB65A1CA3EC,C-E99A0E43DD43,3,GU-F9813AAF08AF,8,M
B-3AB65A1CA3EC,C-E99A0E43DD43,4,GU-F1DC1582BCA4,6,F
B-3AB65A1CA3EC,C-E99A0E43DD43,5,GU-0C3CF6669D00,3,M
B-E6E906379168,C-5768C52198AD,1,GU-1117F1481266,38,M
B-E6E906379168,C-5768C52198AD,2,GU-0DC01F2E0654,38,F
B-E6E906379168,C-5768C52198AD,3,GU-D162F07BBC1E,2,M
B-699C5DA72C7A,C-306089A8F864,1,GU-9AFD36E46264,46,F
B-699C5DA72C7A,C-306089A8F864,2,GU-0D72C935179B,7,F
B-699C5DA72C7A,C-306089A8F864,3,GU-DE2EB3026575,54,M
B-0285282D2BCA,C-E2EC24690AFA,1,GU-5C94B77B9058,52,M
B-0285282D2BCA,C-E2EC24690AFA,2,GU-267188834328,52,F
B-41168C697BBC,C-E2EC24690AFA,1,GU-CA53E5ABECFB,19,M
B-41168C697BBC,C-E2EC24690AFA,2,GU-09682C7A0A5C,18,F
B-4B83AE792D7B,C-98ACFCCAF0A0,1,GU-9D21E5BE09F3,,
B-4B83AE792D7B,C-98ACFCCAF0A0,2,GU-9ADC0228A142,,
B-4B83AE792D7B,C-98ACFCCAF0A0,3,GU-C00ECC6E152B,,
B-15B41E3C5F44,,1,GU-AE5771866937,,
B-15B41E3C5F44,,2,GU-F0DDE7AC38C3,,
B-15B41E3C5F44,,3,GU-1711126070B5,,
B-DACD89450CDA,,1,GU-E27AFC3FCA1D,66,F
B-DACD89450CDA,,2,GU-F30882BF7BAB,68,M
B-BF11AB5746ED,C-DA6A11B7ECAC,1,GU-86F478FA8660,79,M
B-BF11AB5746ED,C-DA6A11B7ECAC,2,GU-477AD1C8677D,41,F
B-BF11AB5746ED,C-DA6A11B7ECAC,3,GU-370A0EA5DAE3,5,F
B-BF11AB5746ED,C-DA6A11B7ECAC,4,GU-125A896518EC,8,M
B-7F2AA1DD2851,,1,GU-3CBE9BBAB2B0,,
B-D173C40B9B34,C-DA6A11B7ECAC,1,GU-03FF9F6AB3F0,46,M
B-D173C40B9B34,C-DA6A11B7ECAC,2,GU-DFF298DB67FB,44,F
B-D173C40B9B34,C-DA6A11B7ECAC,3,GU-24B0EB3F2F62,5,M
B-D173C40B9B34,C-DA6A11B7ECAC,4,GU-0001D401FD1A,79,M
B-D173C40B9B34,C-DA6A11B7ECAC,5,GU-806DA546955D,75,F
B-EC8ADE6B383C,,1,GU-6501E901B200,,
B-EC8ADE6B383C,,2,GU-8E35DEE36931,,
B-EC8ADE6B383C,,3,GU-AFE9FAC34A6C,,
B-1C0EA5F3B5BB,C-F88878245FE9,1,GU-8DC7ED6A109B,54,F
B-1C0EA5F3B5BB,C-F88878245FE9,2,GU-6FF88CC42A82,12,M
B-1C0EA5F3B5BB,C-F88878245FE9,3,GU-2BD30D554012,8,F
B-1C0EA5F3B5BB,C-F88878245FE9,4,GU-07612166559B,45,M
B-B6A2A2EE357A,,1,GU-2D3DEE8D11AC,,
B-B6A2A2EE357A,,2,GU-A3722DBAB83D,,
B-B6A2A2EE357A,,3,GU-27405E11CA61,,
B-B6A2A2EE357A,,4,GU-F3B5C74C7E4F,,
B-F40D76E2EF64,,1,GU-B145672A002A,,
B-F40D76E2EF64,,2,GU-B15E982601D8,,
B-F40D76E2EF64,,3,GU-0D94E8E6E4C7,,
B-98D2F8C19E83,C-89C438618227,1,GU-DCF987E1A13A,77,F
B-5BE92A002C43,C-89C438618227,1,GU-0D9524E7F625,52,F
B-5BE92A002C43,C-89C438618227,2,GU-93DB37694D88,53,M
B-5BE92A002C43,C-89C438618227,3,GU-B703EE9F78B5,16,M
B-9C51704820B6,C-AEB73FFB50C8,1,GU-F3DE0439C73F,,
B-9C51704820B6,C-AEB73FFB50C8,2,GU-708167BE85B6,,
B-9C51704820B6,C-AEB73FFB50C8,3,GU-D0BDAA5E3E3A,,
B-164886F225B7,C-AEB73FFB50C8,1,GU-E3853F4050F5,,
B-164886F225B7,C-AEB73FFB50C8,2,GU-13306AD35F5B,,
B-164886F225B7,C-AEB73FFB50C8,3,GU-D5AF3C9B5B75,,
B-3249088D5805,C-465CEFB0E207,1,GU-BFF7D4C7D81B,48,M
B-3249088D5805,C-465CEFB0E207,2,GU-6BAF29AF8C30,14,M
B-3249088D5805,C-465CEFB0E207,3,GU-9C8E240FB11D,43,F
B-389420CC2FCC,C-F50460E8064A,1,GU-40809204B0D0,58,M
B-389420CC2FCC,C-F50460E8064A,2,GU-774F06A202F4,14,M
B-389420CC2FCC,C-F50460E8064A,3,GU-499C2F2C07F3,12,F
B-389420CC2FCC,C-F50460E8064A,4,GU-F11DF7E1493A,53,F
B-6F3399976099,C-7C54A068AA4F,1,GU-87925342F8B9,,
B-6F3399976099,C-7C54A068AA4F,2,GU-4D519DD872C7,,
B-2AAE5D92E578,C-7B9B51128681,1,GU-7E50F42F605E,39,F
B-2AAE5D92E578,C-7B9B51128681,2,GU-46EEE049A791,45,M
B-2AAE5D92E578,C-7B9B51128681,3,GU-99B390A96F6C,1,M
B-2AAE5D92E578,C-7B9B51128681,4,GU-B4724E64C3AD,5,F
B-44526018D6CF,C-30F6353F0103,1,GU-80C77B098C6A,45,M
B-44526018D6CF,C-30F6353F0103,2,GU-D3900C4DA0DF,45,F
B-44526018D6CF,C-30F6353F0103,3,GU-FB02979421EF,5,M
B-44526018D6CF,C-30F6353F0103,4,GU-2D9C24FAA336,7,F
B-F747D20F0001,,1,GU-09C51B4C078C,47,F
B-F747D20F0001,,2,GU-6620CE4D8897,56,M
B-B73D322FB58D,C-CCE6F3F0B15C,1,GU-5968CA0D9496,48,M
B-B73D322FB58D,C-CCE6F3F0B15C,2,GU-EB1C5FE6D27F,43,F
B-AE4411C2AB1C,C-26F5F81A7E95,1,GU-1583ECDF6356,,
B-AE4411C2AB1C,C-26F5F81A7E95,2,GU-3C8B0F51CA58,,
B-AE4411C2AB1C,C-26F5F81A7E95,3,GU-D2DD0BFA90F6,,
B-AE4411C2AB1C,C-26F5F81A7E95,4,GU-9AEE6C13DBFF,,
B-61CE428E10C8,C-9822F6608D12,1,GU-DA2B29A67CE6,33,M
B-61CE428E10C8,C-9822F6608D12,2,GU-603CFB1C27A9,27,F
B-61CE428E10C8,C-9822F6608D12,3,GU-EA544FC3F37C,0,F
B-73E8AF4D5D35,C-78F9841CF516,1,GU-ADB5CA4478AE,54,M
B-73E8AF4D5D35,C-78F9841CF516,2,GU-AA99508A847E,51,F
B-C66663777F56,C-76891269DE58,1,GU-9BDA81283EEE,61,F
B-C66663777F56,C-76891269DE58,2,GU-4A945729C4E9,72,F
B-C66663777F56,C-76891269DE58,3,GU-E76C8B1CBF9B,69,F
B-33A630B7A0CE,C-78F9841CF516,1,GU-FE48261D36F2,23,M
B-33A630B7A0CE,C-78F9841CF516,2,GU-2C4CF7E9E6FE,23,M
B-33A630B7A0CE,C-78F9841CF516,3,GU-F5AFBD4C5A29,28,F
B-33A630B7A0CE,C-78F9841CF516,4,GU-AD115409AAEA,19,F
B-7631F13B14A5,C-B2643998F350,1,GU-C5BD1EC23778,48,F
B-7631F13B14A5,C-B2643998F350,2,GU-48D53BD57A14,8,M
B-7631F13B14A5,C-B2643998F350,3,GU-AD25AD22CAC5,8,M
B-7631F13B14A5,C-B2643998F350,4,GU-20171DEF0C29,52,M
B-5E00EAA1884C,C-0E4FA6A8C6E2,1,GU-4E384CAAC30D,24,M
B-5E00EAA1884C,C-0E4FA6A8C6E2,2,GU-62B8B2EDF666,24,F
B-7F27F357EAC7,,1,GU-D3118DA172B9,,
B-7F27F357EAC7,,2,GU-3D1891152CD3,,
B-7F27F357EAC7,,3,GU-971A8FC54833,,
B-8B5B9BEADEBB,C-25EF660D945C,1,GU-47A865AD576F,52,F
B-8B5B9BEADEBB,C-25EF660D945C,2,GU-8E41BA54C254,15,F
B-8B5B9BEADEBB,C-25EF660D945C,3,GU-043B0E568ACC,55,M
B-F9DAB83E3B27,C-0E4FA6A8C6E2,1,GU-60813EC68707,54,M
B-F9DAB83E3B27,C-0E4FA6A8C6E2,2,GU-E14C57E34A62,55,F
B-F9DAB83E3B27,C-0E4FA6A8C6E2,3,GU-269B845EADD3,22,M
B-C8132760210B,C-65D4A4657343,1,GU-67C5853847DA,47,F
B-C8132760210B,C-65D4A4657343,2,GU-6617E3541CB5,45,M
B-02052128BD38,C-3C26377304EA,1,GU-A20D3B1BFD22,14,M
B-02052128BD38,C-3C26377304EA,2,GU-A5F24C9E8905,49,F
B-02052128BD38,C-3C26377304EA,3,GU-340BCD06227F,18,M
B-02052128BD38,C-3C26377304EA,4,GU-750320045A8C,18,F
B-02052128BD38,C-3C26377304EA,5,GU-2361B5BB79DA,51,M
B-F13F9C7738EC,C-3C26377304EA,1,GU-B2EE133A1C5F,45,M
B-F13F9C7738EC,C-3C26377304EA,2,GU-8F724682BBFC,44,F
B-F13F9C7738EC,C-3C26377304EA,3,GU-1093C870F1D5,10,F
B-F13F9C7738EC,C-3C26377304EA,4,GU-5ADD0ABFB749,6,F
B-E1E79FC41FFB,C-3C26377304EA,1,GU-611E6A257A39,47,M
B-E1E79FC41FFB,C-3C26377304EA,2,GU-5A111FEC117F,46,F
B-E1E79FC41FFB,C-3C26377304EA,3,GU-47953E1208F9,9,M
B-53125F609FEE,C-858870F04510,1,GU-19B976E33B86,,
B-53125F609FEE,C-858870F04510,2,GU-FCF474966D7B,,
B-53125F609FEE,C-858870F04510,3,GU-BFF816B0E7BF,,
B-640D6ABEED13,C-C5F245461FCF,1,GU-DF0FDB1D6C59,44,F
B-640D6ABEED13,C-C5F245461FCF,2,GU-E796B4516183,44,M
B-640D6ABEED13,C-C5F245461FCF,3,GU-1594D8F8AADD,8,F
B-640D6ABEED13,C-C5F245461FCF,4,GU-C9F6566E2530,6,F
B-AA4CCC419588,C-6B1FAD092411,1,GU-AAABA594C092,43,F
B-AA4CCC419588,C-6B1FAD092411,2,GU-EA7D6168878B,49,M
B-AA4CCC419588,C-6B1FAD092411,3,GU-0C154D4C26AF,6,M
B-F588B9765E2F,C-6318D5365162,1,GU-23CDCCED61FB,61,M
B-F588B9765E2F,C-6318D5365162,2,GU-929FB797CF3A,56,F
B-F588B9765E2F,C-6318D5365162,3,GU-0A16743AB275,27,M
B-B41A184E28C8,C-FAF1187B598F,1,GU-FCCB499299E1,38,
B-B41A184E28C8,C-FAF1187B598F,2,GU-E7FD94C144DB,36,
B-B41A184E28C8,C-FAF1187B598F,3,GU-C909E3404D79,1,
B-36A81E28214F,C-FFFAC8B5607C,1,GU-0971F8FC23D9,,
B-36A81E28214F,C-FFFAC8B5607C,2,GU-22FB8C8C855A,,
B-36A81E28214F,C-FFFAC8B5607C,3,GU-1F4A140D53F3,,
B-36A81E28214F,C-FFFAC8B5607C,4,GU-86C9235CE8CC,,
B-63A3ABA31103,C-CADD8AA6ED45,1,GU-3F4CBAC61514,21,F
B-63A3ABA31103,C-CADD8AA6ED45,2,GU-7DE2D39B63A6,26,F
B-63A3ABA31103,C-CADD8AA6ED45,3,GU-F582D924D50D,26,F
B-63A3ABA31103,C-CADD8AA6ED45,4,GU-AC3927A57257,33,M
B-9B37613D4BE4,C-F37AB3010FD8,1,GU-471927B3F1ED,,
B-9B37613D4BE4,C-F37AB3010FD8,2,GU-C78D169B014E,,
B-9B37613D4BE4,C-F37AB3010FD8,3,GU-638913446BCE,,
B-0D527171A967,C-E41B996CBCCB,1,GU-CAC6DCEECAAE,,
B-0D527171A967,C-E41B996CBCCB,2,GU-722748DF2C6C,,
B-0D527171A967,C-E41B996CBCCB,3,GU-59AB04FB5D3D,,
B-BA6AAD688536,C-603E9050D64A,1,GU-1C0B1510D6DA,62,M
B-BA6AAD688536,C-603E9050D64A,2,GU-4B9059199BBB,58,F
B-5DE0DCE96B92,,1,GU-74739BDD6B9D,,
B-5DE0DCE96B92,,2,GU-C8CC8E0B790C,,
B-5DE0DCE96B92,,3,GU-3EDBCFB7651A,,
B-78C3D41259EA,,1,GU-8189587B7489,,
B-78C3D41259EA,,2,GU-89B8CBEC0399,,
B-78C3D41259EA,,3,GU-9E7A759AE3A3,,
B-CBC88D7971B8,C-024F8C1496A8,1,GU-5FBCAA787050,52,M
B-CBC88D7971B8,C-024F8C1496A8,2,GU-224DC359DDF6,20,F
B-CBC88D7971B8,C-024F8C1496A8,3,GU-85545F9DAB7C,51,F
B-CAD472A278F7,C-0BCC42F623CF,1,GU-C0CFA43177A5,20,M
B-CAD472A278F7,C-0BCC42F623CF,2,GU-AFBB97574D96,20,F
B-A2C7E72FEED3,C-8E207B98E00D,1,GU-C721735FC82C,,
B-A2C7E72FEED3,C-8E207B98E00D,2,GU-329D09CBEBF7,,
B-A2C7E72FEED3,C-8E207B98E00D,3,GU-2BDF5A17CEEE,,
B-A2C7E72FEED3,C-8E207B98E00D,4,GU-451AFDD9424E,,
B-54647B989175,C-50503A7D3C36,1,GU-76DBDE1014D7,45,M
B-54647B989175,C-50503A7D3C36,2,GU-B1FCBA892342,42,F
B-54647B989175,C-50503A7D3C36,3,GU-B1FD26197981,10,M
B-57F38B2364D7,C-3F60490BA6BA,1,GU-3BE9728D0B4D,37,M
B-57F38B2364D7,C-3F60490BA6BA,2,GU-3760DF8CCF99,30,F
B-57F38B2364D7,C-3F60490BA6BA,3,GU-142B4253EE04,1,F
B-DDF8A510385D,C-8E207B98E00D,1,GU-E439AEA9457A,48,M
B-DDF8A510385D,C-8E207B98E00D,2,GU-DF7BE8D5587A,47,F
B-DDF8A510385D,C-8E207B98E00D,3,GU-67DC0B6D635F,12,F
B-DDF8A510385D,C-8E207B98E00D,4,GU-A6B288BDF028,10,F
B-DCDEC37F1CAA,C-52164958277D,1,GU-DFA684BCE32B,51,F
B-DCDEC37F1CAA,C-52164958277D,2,GU-AE4B50839CF3,55,M
B-DCDEC37F1CAA,C-52164958277D,3,GU-062E8299EB7A,14,M
B-C2F92BFB0F67,C-94974895B81C,1,GU-712257E0DCC2,37,F
B-C2F92BFB0F67,C-94974895B81C,2,GU-563BEA391266,37,M
B-BB4708BF53DE,C-E8EAA4E03AA5,1,GU-A3922FC3815D,26,F
B-BB4708BF53DE,C-E8EAA4E03AA5,2,GU-F602DB7AB4B4,24,M
B-952DA9586580,C-301F6E9B480D,1,GU-10AC5D62DE14,51,M
B-952DA9586580,C-301F6E9B480D,2,GU-32DC6563B0A3,48,F
B-952DA9586580,C-301F6E9B480D,3,GU-FB3ED8145C02,19,F
B-952DA9586580,C-301F6E9B480D,4,GU-E742BDF288BB,11,F
B-1D7543FA5431,C-FE72CAA18E79,1,GU-1B5E85166379,52,M
B-1D7543FA5431,C-FE72CAA18E79,2,GU-0EE0D89FF34D,48,F
B-1D7543FA5431,C-FE72CAA18E79,3,GU-B5DA2870CFA0,12,M
B-1453DB6C37D7,C-D6467CE2621B,1,GU-11A54F334592,51,M
B-1453DB6C37D7,C-D6467CE2621B,2,GU-31859896AC47,46,F
B-1453DB6C37D7,C-D6467CE2621B,3,GU-0B391F603659,17,F
B-1453DB6C37D7,C-D6467CE2621B,4,GU-E4E6B8FED12D,13,F
B-11E3303FE4F3,,1,GU-815AB69D04A7,,
B-11E3303FE4F3,,2,GU-8E1C1B961598,,
B-11E3303FE4F3,,3,GU-E804FB861D93,,
B-047AA8244B38,C-06F90B6ECD55,1,GU-DEA0FCC7E086,50,F
B-047AA8244B38,C-06F90B6ECD55,2,GU-511A4E5562A6,59,M
B-047AA8244B38,C-06F90B6ECD55,3,GU-D7962C3348A5,8,F
B-C433F4891ADC,C-FFFAC8B5607C,1,GU-639113F424C8,47,
B-C433F4891ADC,C-FFFAC8B5607C,2,GU-A2C835A31D8C,50,
B-C433F4891ADC,C-FFFAC8B5607C,3,GU-37E18AD35921,8,
B-C433F4891ADC,C-FFFAC8B5607C,4,GU-833F11BDAA4F,1,
B-50DA44E5C8FF,C-1184F21059B5,1,GU-20227C21F9BB,62,M
B-50DA44E5C8FF,C-1184F21059B5,2,GU-D18F0202E118,55,F
B-50DA44E5C8FF,C-1184F21059B5,3,GU-97D525AD5383,15,F
B-50DA44E5C8FF,C-1184F21059B5,4,GU-69E52C0525AB,18,M
B-3D563F426974,C-A019C2399340,1,GU-12A2D2E5341F,,
B-3D563F426974,C-A019C2399340,2,GU-6EEAD2FD900E,,
B-718D1BD27E1B,C-CC7298749229,1,GU-6B5F40A16F51,51,M
B-718D1BD27E1B,C-CC7298749229,2,GU-D0345CC26413,53,F
B-718D1BD27E1B,C-CC7298749229,3,GU-B768E85932AF,17,F
B-9E4F8641C48B,C-5F72B3ACAB55,1,GU-B17C9BBC5361,35,M
