request_code,dataset_year,checkin_date,checkout_date,checkin_month,nights,adults_number,children_number,infants_number,customer_code,customer_country,customer_lang,channel_code,channel_name,arrangement_code,arrangement_name,creation_datetime,lead_time_days,quotation_count,has_quotation,quotation_min_amount,quotation_max_amount
R-81A841B1062C,2025,2025-07-26,2025-07-28,2025-07,2,3,1,0,C-5A46B2A55305,,IT,bd,Booking Engine,,,2025-07-24 09:48:53,2,0,0,,
R-4970105A1649,2025,2025-08-03,2025-08-16,2025-08,13,2,2,0,C-F1E0C8851363,,IT,bd,Booking Engine,,,2025-07-24 11:37:35,10,1,1,2390.0,2390.0
R-0DC799CC547B,2025,2025-09-15,2025-09-21,2025-09,6,2,0,0,C-4AD3641CCE54,,IT,bd,Booking Engine,,,2025-07-24 11:50:15,53,1,1,1074.6,1074.6
R-F62AD0B2EB0D,2025,2025-07-28,2025-08-01,2025-07,4,2,0,0,C-60CD55E14F89,,IT,bd,Booking Engine,,,2025-07-24 12:18:31,4,0,0,,
R-FFB2469F5AD1,2025,2025-08-16,2025-08-25,2025-08,9,2,1,0,C-46A208ABD29E,,IT,bd,Booking Engine,,,2025-07-24 12:36:25,23,0,0,,
R-6F9ABF1DC867,2025,2025-07-24,2025-07-27,2025-07,3,2,1,0,C-58733794CE60,,IT,bd,Booking Engine,,,2025-07-24 13:00:09,0,0,0,,
R-C664F91C0373,2025,2025-08-15,2025-08-21,2025-08,6,2,0,0,C-5AFF35E69DCD,,IT,bd,Booking Engine,,,2025-07-24 13:17:12,22,0,0,,
R-4FB6EC5CDE5F,2025,2025-08-31,2025-09-07,2025-08,7,2,2,0,C-558E3D6E2ABC,,IT,bd,Booking Engine,,,2025-07-24 14:16:09,38,2,1,2557.8,2652.3
R-18B74EE793EF,2025,2025-09-07,2025-09-14,2025-09,7,2,2,0,C-3467942FD1AC,,IT,bd,Booking Engine,,,2025-07-24 14:20:29,45,2,1,2198.7,2513.7
R-E961ADF688F4,2025,2025-08-07,2025-08-10,2025-08,3,2,0,0,C-710FBD1C70FF,,IT,bd,Booking Engine,,,2025-07-24 15:00:47,14,1,1,650.0,650.0
R-FDEF4CF763C3,2025,2025-09-07,2025-09-14,2025-09,7,3,1,0,C-3F3055B088DD,,IT,bd,Booking Engine,,,2025-07-24 15:16:41,45,2,1,1675.8,1694.7
R-2D57F72AB2EA,2025,2025-09-07,2025-09-14,2025-09,7,2,0,0,C-A5F6464108FA,,IT,bd,Booking Engine,,,2025-07-24 15:24:35,45,1,1,750.0,750.0
R-066C3F3E40FB,2025,2025-08-02,2025-08-09,2025-08,7,2,2,0,C-5169BF3F4787,,IT,bd,Booking Engine,,,2025-07-24 16:07:03,9,1,1,3110.0,3110.0
R-E912CC820354,2025,2025-08-23,2025-08-30,2025-08,7,2,0,0,C-0CCDB87D4C92,,IT,bd,Booking Engine,,,2025-07-24 16:27:31,30,2,1,1700.0,2020.0
R-55FB31B6B912,2025,2025-08-02,2025-08-09,2025-08,7,2,0,0,C-B77DA682E18D,,IT,bd,Booking Engine,,,2025-07-24 16:46:00,9,1,1,1680.0,1680.0
R-B6E0279AB1A4,2025,2025-08-18,2025-08-21,2025-08,3,2,0,1,C-2BFA328C8375,,IT,bd,Booking Engine,,,2025-07-24 16:52:37,25,0,0,,
R-B10A3011DEA4,2025,2025-08-02,2025-08-09,2025-08,7,2,1,0,C-8E935F3F8EFA,,IT,bd,Booking Engine,,,2025-07-24 16:53:14,9,1,1,1890.0,1890.0
R-2E5DF9D556A6,2025,2025-08-02,2025-08-09,2025-08,7,2,1,1,C-51E6D476D704,IT,IT,bd,Booking Engine,,,2025-07-24 17:19:08,9,1,1,2050.0,2050.0
R-602D2FC67D9C,2025,2025-08-02,2025-08-09,2025-08,7,2,1,1,C-51E6D476D704,IT,IT,bd,Booking Engine,,,2025-07-24 17:25:20,9,1,1,2450.0,2450.0
R-96128D0840DD,2025,2025-09-01,2025-09-07,2025-09,6,2,1,0,C-C626CEF14B25,,IT,bd,Booking Engine,,,2025-07-24 17:31:05,39,1,1,1398.6,1398.6
R-16858CAB33B2,2025,2025-08-23,2025-08-30,2025-08,7,2,2,0,C-9BC30C55FF78,,IT,bd,Booking Engine,,,2025-07-24 17:50:10,30,1,1,2689.5,2689.5
R-0A405CC395D4,2025,2025-07-31,2025-08-03,2025-07,3,2,0,0,C-CC47A1EE11BC,,IT,bd,Booking Engine,,,2025-07-24 17:59:29,7,2,1,990.0,1500.0
R-C74177F069B1,2025,2025-08-16,2025-08-22,2025-08,6,2,2,0,C-2822FC3FC68F,,IT,bd,Booking Engine,,,2025-07-24 18:00:55,23,0,0,,
R-6B6256CA713E,2025,2025-08-30,2025-09-06,2025-08,7,2,2,0,C-07AC59BA7E45,,IT,bd,Booking Engine,,,2025-07-24 18:05:04,37,1,1,2100.0,2100.0
R-4613D8DE62DC,2025,2025-08-08,2025-08-10,2025-08,2,4,2,1,C-846C95510617,,IT,bd,Booking Engine,,,2025-07-24 18:06:32,15,0,0,,
R-0BD2F2D9D632,2025,2025-08-13,2025-08-20,2025-08,7,2,2,0,C-B4FEC6493929,,IT,booking-engine-advance-s1,Booking Engine - Advance,,,2025-07-24 18:12:54,20,0,0,,
R-72B3DB055FF2,2025,2025-08-05,2025-08-08,2025-08,3,2,2,0,C-CE2ACAC7155B,,IT,bd,Booking Engine,,,2025-07-24 19:33:26,12,1,1,1100.0,1100.0
R-5AEFFA025CD4,2025,2025-09-01,2025-09-08,2025-09,7,2,1,1,C-73B906310E43,,IT,bd,Booking Engine,,,2025-07-24 21:24:48,39,1,1,2000.0,2000.0
R-D1D6D8646B6B,2025,2025-08-17,2025-08-22,2025-08,5,2,2,0,C-A03C33020893,,IT,bd,Booking Engine,,,2025-07-24 21:39:42,24,0,0,,
R-F411044040A6,2025,2025-08-17,2025-08-24,2025-08,7,2,0,1,C-E941995771ED,,IT,bd,Booking Engine,,,2025-07-25 00:54:40,23,0,0,,
R-0164854D0284,2025,2025-08-12,2025-08-15,2025-08,3,2,2,0,C-FBE8CBEEF679,,IT,bd,Booking Engine,,,2025-07-25 01:12:45,18,0,0,,
R-CBE6A8147172,2025,2025-08-02,2025-08-09,2025-08,7,2,0,0,C-BC246626A76E,,IT,bd,Booking Engine,,,2025-07-25 06:51:20,8,2,1,1250.0,1560.0
R-CCEA4A174B69,2025,2025-08-24,2025-08-31,2025-08,7,3,1,0,C-CECFFAA3703D,,IT,bd,Booking Engine,,,2025-07-25 09:14:06,30,2,1,1757.7,2929.5
R-BE67690132FC,2025,2025-09-06,2025-09-13,2025-09,7,2,0,0,C-E1D4F81E1ACD,,IT,bd,Booking Engine,,,2025-07-25 09:15:45,43,2,1,1230.0,1540.0
R-8DA395E61291,2025,2025-08-02,2025-08-09,2025-08,7,2,2,0,C-B97683D00A63,,IT,bd,Booking Engine,,,2025-07-25 09:17:14,8,1,1,2900.0,2900.0
R-78105FC37F72,2025,2025-08-24,2025-08-31,2025-08,7,2,1,0,C-23B1610A054F,,IT,bd,Booking Engine,,,2025-07-25 09:41:34,30,1,1,2300.0,2300.0
R-B494265DF45D,2025,2025-08-09,2025-08-16,2025-08,7,2,2,0,C-CFFA8EED9996,,IT,bd,Booking Engine,,,2025-07-25 09:41:41,15,0,0,,
R-B930ED2CF61D,2025,2025-08-23,2025-08-30,2025-08,7,5,4,0,C-569B493DC022,,IT,bd,Booking Engine,,,2025-07-25 10:06:04,29,2,1,3190.0,3860.0
R-E80567C7B7C4,2025,2025-08-30,2025-09-06,2025-08,7,3,2,0,C-79EF55C45B3E,IT,IT,bd,Booking Engine,,,2025-07-25 11:17:00,36,1,1,2500.0,2500.0
R-6689A71D03B6,2025,2025-08-11,2025-08-21,2025-08,10,2,1,1,C-8CAFE2FD98DD,IT,IT,bd,Booking Engine,,,2025-07-25 12:16:10,17,0,0,,
R-1A5021183A5A,2025,2025-08-17,2025-08-24,2025-08,7,2,2,0,C-80B1F1F03DC9,,IT,bd,Booking Engine,,,2025-07-25 12:19:41,23,0,0,,
R-D813344D0B65,2025,2025-08-16,2025-08-23,2025-08,7,2,1,0,C-558264180784,,IT,bd,Booking Engine,,,2025-07-25 12:24:09,22,0,0,,
R-291E81E15331,2025,2025-09-01,2025-09-08,2025-09,7,2,1,1,C-1CC5F9FCF260,,IT,bd,Booking Engine,,,2025-07-25 12:27:30,38,1,1,2000.0,2000.0
R-07204795CF24,2025,2025-08-03,2025-08-10,2025-08,7,2,1,0,C-45A672AF75E7,IT,IT,bd,Booking Engine,,,2025-07-25 12:34:01,9,3,1,1890.0,2700.0
R-0B8AFFBECCE9,2025,2025-08-08,2025-08-13,2025-08,5,2,1,0,C-CF74CCDD2CA4,IT,IT,bd,Booking Engine,,,2025-07-25 12:38:11,14,0,0,,
R-02736AB15C0E,2025,2025-08-16,2025-08-23,2025-08,7,4,1,0,C-ED4CCE5D7C0F,,IT,bd,Booking Engine,,,2025-07-25 12:39:36,22,0,0,,
R-C53F806F791E,2025,2025-08-05,2025-08-11,2025-08,6,2,1,0,C-87F399EA5E7B,,IT,bd,Booking Engine,,,2025-07-25 12:50:33,11,1,1,2050.0,2050.0
R-48BB138F8227,2025,2025-08-20,2025-08-25,2025-08,5,8,4,0,C-31A2D905AB4A,,IT,bd,Booking Engine,,,2025-07-25 13:08:24,26,0,0,,
R-DAC7A70B79C6,2025,2025-07-27,2025-08-03,2025-07,7,2,0,1,C-B10C0E66473C,,IT,bd,Booking Engine,,,2025-07-25 13:09:53,2,1,1,2200.0,2200.0
R-E1115BE84E8D,2025,2025-08-10,2025-08-17,2025-08,7,2,1,0,C-3E00E184159A,,IT,bd,Booking Engine,,,2025-07-25 13:16:02,16,0,0,,
R-9BACE0BAF2B2,2025,2025-08-30,2025-09-06,2025-08,7,2,2,1,C-2F19EF81C295,,IT,bd,Booking Engine,,,2025-07-25 13:22:30,36,1,1,2511.9,2511.9
R-EE1DB9F7E725,2025,2025-07-26,2025-07-30,2025-07,4,4,2,1,C-D4EE333E5DC9,,IT,bd,Booking Engine,,,2025-07-25 13:36:38,1,2,1,1056.6,1290.6
R-EBDECA7ADE7A,2025,2025-07-27,2025-07-28,2025-07,1,3,1,0,C-0F2D6C6C68AB,,IT,bd,Booking Engine,,,2025-07-25 13:37:47,2,1,1,210.0,210.0
R-3F9A8E1C29C2,2025,2025-08-02,2025-08-09,2025-08,7,2,2,0,C-E563D899A7D8,,IT,bd,Booking Engine,,,2025-07-25 13:47:33,8,1,1,2947.5,2947.5
R-79FAD46DEE59,2025,2025-08-16,2025-08-23,2025-08,7,2,2,0,C-6038E58EE0C5,IT,IT,bd,Booking Engine,,,2025-07-25 13:47:37,22,0,0,,
R-6A8818A9A854,2025,2025-08-17,2025-08-24,2025-08,7,2,0,0,C-53CE39CAD82B,,IT,bd,Booking Engine,,,2025-07-25 13:49:08,23,0,0,,
R-9F148FABF640,2025,2025-08-17,2025-08-23,2025-08,6,2,1,0,C-96E11183DEB6,,IT,bd,Booking Engine,,,2025-07-25 13:49:28,23,0,0,,
R-130844EB2FC5,2025,2025-08-29,2025-08-31,2025-08,2,2,0,0,C-C46C71C6CEA5,,IT,bd,Booking Engine,,,2025-07-25 13:49:47,35,1,1,484.2,484.2
R-59CFE9465A27,2025,2025-08-25,2025-09-03,2025-08,9,2,1,0,C-CCC12784F310,,IT,bd,Booking Engine,,,2025-07-25 13:54:02,31,2,1,3020.4,3263.4
R-56666DADD3A6,2025,2025-08-10,2025-08-17,2025-08,7,2,0,0,C-34A0BB81F252,,IT,bd,Booking Engine,,,2025-07-25 13:58:16,16,0,0,,
R-964B7E0A547B,2025,2025-08-10,2025-08-16,2025-08,6,2,2,0,C-A505ED23055E,,IT,bd,Booking Engine,,,2025-07-25 14:00:03,16,0,0,,
R-8A178F0B3D4A,2025,2025-07-26,2025-07-28,2025-07,2,2,0,0,C-CB8C87A46E8A,,IT,bd,Booking Engine,,,2025-07-25 14:00:41,1,1,1,496.8,496.8
R-64BC4101506F,2025,2025-08-07,2025-08-14,2025-08,7,3,1,0,C-6E6D43A5B631,,IT,bd,Booking Engine,,,2025-07-25 14:01:36,13,0,0,,
R-9F245BA22E29,2025,2025-08-17,2025-08-24,2025-08,7,2,2,0,C-DBC2AAC7EAAB,,IT,bd,Booking Engine,,,2025-07-25 14:02:06,23,0,0,,
R-FFB8160C4A00,2025,2025-08-08,2025-08-13,2025-08,5,2,1,0,C-DFCA419C29F4,,IT,bd,Booking Engine,,,2025-07-25 14:02:09,14,0,0,,
R-2C95AE0E237D,2025,2025-08-03,2025-08-10,2025-08,7,3,0,0,C-F07C47AA7C30,IT,IT,bd,Booking Engine,,,2025-07-25 14:04:56,9,1,1,2466.0,2466.0
R-5004DED2451E,2025,2025-09-08,2025-09-14,2025-09,6,2,2,0,C-B941A2EC7A08,,IT,bd,Booking Engine,,,2025-07-25 14:09:53,45,4,1,1452.6,2154.6
R-A2631139680F,2025,2025-09-09,2025-09-14,2025-09,5,2,0,0,C-C08B56DDD145,,IT,bd,Booking Engine,,,2025-07-25 14:11:12,46,1,1,760.5,760.5
R-2E05DC4C3E0D,2025,2025-08-15,2025-08-17,2025-08,2,2,1,1,C-9D44724E162F,,IT,bd,Booking Engine,,,2025-07-25 14:12:20,21,0,0,,
R-32EF18E8279E,2025,2025-08-17,2025-08-24,2025-08,7,5,1,0,C-5F49687346E7,,IT,bd,Booking Engine,,,2025-07-25 14:12:38,23,0,0,,
R-C21D8209298B,2025,2025-09-04,2025-09-07,2025-09,3,2,1,0,C-49A6973DFC2F,,IT,bd,Booking Engine,,,2025-07-25 14:14:20,41,2,1,874.8,1009.8
R-F4B92F456546,2025,2025-08-25,2025-09-01,2025-08,7,2,3,0,C-1C9B5FE37024,,IT,bd,Booking Engine,,,2025-07-25 14:16:56,31,1,1,3510.9,3510.9
R-EC7125DB8E60,2025,2025-08-24,2025-08-31,2025-08,7,2,0,0,C-3912F70FD2D0,,IT,bd,Booking Engine,,,2025-07-25 14:17:15,30,2,1,1361.7,1676.7
R-D2323B278C20,2025,2025-08-31,2025-09-07,2025-08,7,2,1,0,C-1C6A29487459,,IT,bd,Booking Engine,,,2025-07-25 14:21:37,37,2,1,1631.7,2041.2
R-0DA064D16F0E,2025,2025-08-31,2025-09-07,2025-08,7,2,0,0,C-120C818523C1,,IT,bd,Booking Engine,,,2025-07-25 14:22:17,37,1,1,1568.7,1568.7
R-4613875E288C,2025,2025-08-10,2025-08-24,2025-08,14,4,0,0,C-FA2C2B9547D6,,IT,bd,Booking Engine,,,2025-07-25 14:24:02,16,0,0,,
R-490002DF9171,2025,2025-08-18,2025-08-24,2025-08,6,2,2,0,C-850E474893A6,FR,IT,bd,Booking Engine,,,2025-07-25 14:24:46,24,0,0,,
R-034A51BD2E44,2025,2025-08-16,2025-08-23,2025-08,7,2,1,0,C-0170E695D8D5,,IT,bd,Booking Engine,,,2025-07-25 14:26:39,22,0,0,,
R-8195149B2130,2025,2025-09-13,2025-09-15,2025-09,2,2,0,0,C-415396CE6B1F,IT,IT,bd,Booking Engine,,,2025-07-25 14:27:11,50,1,1,346.2,346.2
R-FDEF2CC8C0FB,2025,2025-07-26,2025-07-28,2025-07,2,4,0,0,C-9B8B772E2765,,IT,bd,Booking Engine,,,2025-07-25 14:32:08,1,1,1,632.0,632.0
R-1E2CCC6D35D8,2025,2025-08-24,2025-08-31,2025-08,7,3,1,0,C-5F49687346E7,,IT,bd,Booking Engine,OB,Only Bed,2025-07-25 14:37:05,30,1,1,1940.0,1940.0
R-470F6223246D,2025,2025-08-24,2025-08-31,2025-08,7,2,0,0,C-D202A39AB933,,IT,bd,Booking Engine,,,2025-07-25 14:38:03,30,1,1,1991.7,1991.7
R-EED80BB672D7,2025,2025-08-10,2025-08-17,2025-08,7,2,2,1,C-1C01B21434DC,,IT,bd,Booking Engine,,,2025-07-25 14:51:42,16,0,0,,
R-E64757AFF0A5,2025,2025-08-15,2025-08-22,2025-08,7,4,1,0,C-5A9D7B353654,,IT,bd,Booking Engine,,,2025-07-25 14:53:08,21,0,0,,
R-84A0005FF134,2025,2025-08-17,2025-08-24,2025-08,7,2,2,0,C-7DB672EA331C,,IT,bd,Booking Engine,,,2025-07-25 14:58:34,23,0,0,,
R-EDDCC26CCA96,2025,2025-08-14,2025-08-19,2025-08,5,2,1,0,C-C2F8903A18F0,,IT,bd,Booking Engine,,,2025-07-25 15:02:45,20,0,0,,
R-9ED8201E6C25,2025,2025-10-21,2025-10-28,2025-10,7,2,0,0,C-169FC1ACB6E6,,IT,bd,Booking Engine,,,2025-07-25 15:03:08,88,0,0,,
R-3E8E50F94C6B,2025,2025-08-14,2025-08-20,2025-08,6,2,1,0,C-96E11183DEB6,,IT,bd,Booking Engine,BB,Bed & Breakfast,2025-07-25 15:05:23,20,0,0,,
R-F91A6973085E,2025,2025-08-23,2025-08-30,2025-08,7,2,0,0,C-464209018573,,IT,bd,Booking Engine,,,2025-07-25 15:08:59,29,1,1,1705.5,1705.5
R-9F8D177E0666,2025,2025-09-08,2025-09-15,2025-09,7,2,0,0,C-B9E52B8B0208,IT,IT,bd,Booking Engine,,,2025-07-25 15:09:49,45,2,1,1046.7,1361.7
R-15D8B260E8A5,2025,2025-08-17,2025-08-27,2025-08,10,2,0,0,C-CDCA6407184A,,IT,bd,Booking Engine,,,2025-07-25 15:16:04,23,0,0,,
R-FDA3DEBB0BE7,2025,2025-08-10,2025-08-17,2025-08,7,2,1,1,C-DD57E040797B,,IT,bd,Booking Engine,,,2025-07-25 15:17:34,16,0,0,,
R-4C9F1CDAB6F4,2025,2025-08-10,2025-08-17,2025-08,7,2,2,0,C-6D6054FA9906,,IT,bd,Booking Engine,,,2025-07-25 15:22:47,16,0,0,,
R-2F2D36F8457A,2025,2025-09-01,2025-09-07,2025-09,6,2,0,2,C-EFBF49E372CB,,IT,bd,Booking Engine,,,2025-07-25 15:23:49,38,2,1,1074.6,1182.6
R-9659B213EF31,2025,2025-08-16,2025-08-23,2025-08,7,2,2,0,C-3B319B715838,,IT,bd,Booking Engine,,,2025-07-25 15:24:42,22,1,1,2790.0,2790.0
R-A83694D5B3D9,2025,2025-08-30,2025-09-06,2025-08,7,2,0,0,C-464209018573,,IT,bd,Booking Engine,,,2025-07-25 15:30:03,36,1,1,1271.7,1271.7
R-AEDE16488A01,2025,2025-08-01,2025-08-08,2025-08,7,2,1,0,C-722C24D8B60D,,IT,bd,Booking Engine,,,2025-07-25 15:33:44,7,1,1,2421.9,2421.9
R-90C8C54CD409,2025,2025-08-01,2025-08-08,2025-08,7,5,4,0,C-C845A5E11370,,IT,bd,Booking Engine,,,2025-07-25 15:34:56,7,4,1,1886.4,2984.4
R-F559544155FE,2025,2025-09-01,2025-09-07,2025-09,6,3,0,1,C-744A65FA9AA0,,IT,bd,Booking Engine,,,2025-07-25 15:36:35,38,1,1,1821.85,1821.85
R-48F3E41F6E5B,2025,2025-08-25,2025-08-30,2025-08,5,4,0,1,C-7A593CF20BC7,,IT,bd,Booking Engine,,,2025-07-25 15:39:36,31,2,1,1435.5,1570.5
R-B5651A17163A,2025,2025-08-03,2025-08-10,2025-08,7,2,2,0,C-8AECF465C406,,IT,bd,Booking Engine,,,2025-07-25 15:43:54,9,2,1,2947.5,3190.5
R-A4F353B1C9BF,2025,2025-08-17,2025-08-24,2025-08,7,2,1,0,C-8A58C50EDDD5,,IT,bd,Booking Engine,,,2025-07-25 15:55:13,23,0,0,,
R-048E6FA7BE22,2025,2025-08-04,2025-08-10,2025-08,6,4,0,4,C-A1F83346F82D,IT,IT,bd,Booking Engine,,,2025-07-25 15:56:45,10,0,0,,
R-672071DCF342,2025,2025-07-30,2025-08-01,2025-07,2,2,2,0,C-F3FD6F18AC09,,IT,bd,Booking Engine,,,2025-07-25 15:58:52,5,1,1,466.2,466.2
R-998A19C62606,2025,2025-08-30,2025-09-06,2025-08,7,2,2,0,C-407DD9122BB9,,IT,bd,Booking Engine,,,2025-07-25 15:59:06,36,1,1,1989.9,1989.9
R-996A949BFDBD,2025,2025-08-24,2025-08-31,2025-08,7,2,1,0,C-CC40BE9D98F5,,IT,bd,Booking Engine,,,2025-07-25 16:00:51,30,4,1,2023.2,2621.7
R-0FCEA5FE5C6D,2025,2025-08-23,2025-08-30,2025-08,7,2,2,0,C-D954E4AFA6F2,,IT,bd,Booking Engine,,,2025-07-25 16:02:29,29,1,1,2407.5,2407.5
R-471104ED238C,2025,2025-07-27,2025-08-03,2025-07,7,2,0,0,C-CB81C9185D7F,IT,IT,bd,Booking Engine,,,2025-07-25 16:07:01,2,1,1,1490.0,1490.0
R-89DD4B607E22,2025,2025-08-02,2025-08-09,2025-08,7,3,1,0,C-B404AE147ECC,,IT,bd,Booking Engine,,,2025-07-25 16:11:31,8,2,1,2845.8,2917.8
R-6A74E371EBC3,2025,2025-08-23,2025-08-30,2025-08,7,2,3,0,C-5C2D2B838A96,,IT,bd,Booking Engine,,,2025-07-25 16:12:21,29,1,1,3582.0,3582.0
R-AF0A2E772320,2025,2025-08-18,2025-08-21,2025-08,3,2,2,0,C-67572444DF3A,,IT,bd,Booking Engine,,,2025-07-25 16:13:49,24,0,0,,
R-12E303C8D8CA,2025,2025-08-10,2025-08-17,2025-08,7,2,0,0,C-B68E78B82C6F,,IT,bd,Booking Engine,,,2025-07-25 16:14:16,16,0,0,,
R-1BE0EA28A42F,2025,2025-08-28,2025-09-06,2025-08,9,2,0,0,C-CEBE1017A662,IT,IT,bd,Booking Engine,,,2025-07-25 16:18:47,34,1,1,2070.9,2070.9
R-F4590D195A25,2025,2025-08-30,2025-09-06,2025-08,7,2,0,0,C-5BE3C2E78FCD,,IT,bd,Booking Engine,,,2025-07-25 16:20:09,36,1,1,956.7,956.7
R-5408C542C44C,2025,2025-08-16,2025-08-23,2025-08,7,2,2,0,C-58579E1A7778,,IT,bd,Booking Engine,,,2025-07-25 16:26:32,22,0,0,,
R-B1D701ACC233,2025,2025-08-16,2025-08-23,2025-08,7,2,0,0,C-DF2B65C31447,,IT,bd,Booking Engine,,,2025-07-25 16:27:14,22,0,0,,
R-03C70BA69412,2025,2025-08-24,2025-08-31,2025-08,7,2,1,0,C-D42C7DB2252D,,IT,bd,Booking Engine,,,2025-07-25 16:32:13,30,2,1,2432.7,2621.7
R-814E14AFE483,2025,2025-09-01,2025-09-04,2025-09,3,2,1,0,C-21E1A8DEE5A1,,IT,bd,Booking Engine,,,2025-07-25 16:33:23,38,1,1,523.8,523.8
R-99E94AFDE8BE,2025,2025-08-16,2025-08-21,2025-08,5,2,1,0,C-F92118CB231B,,IT,bd,Booking Engine,,,2025-07-25 16:38:57,22,0,0,,
R-FF16315E08E3,2025,2025-08-18,2025-08-21,2025-08,3,3,1,0,C-301DFC576B6F,,IT,bd,Booking Engine,,,2025-07-25 16:41:18,24,0,0,,
R-B008B633EE8B,2025,2025-08-24,2025-08-31,2025-08,7,4,1,0,C-2BC7C5038006,,IT,bd,Booking Engine,,,2025-07-25 16:51:40,30,1,1,2929.5,2929.5
R-F31E5D57DD52,2025,2025-08-10,2025-08-17,2025-08,7,2,0,0,C-28499FF85CF2,,IT,bd,Booking Engine,,,2025-07-25 16:53:42,16,0,0,,
R-5F278113325D,2025,2025-08-12,2025-08-19,2025-08,7,3,0,0,C-DC7023D5BD6E,,IT,bd,Booking Engine,,,2025-07-25 16:54:20,18,0,0,,
R-DC3BCE945726,2025,2025-08-11,2025-08-14,2025-08,3,3,1,0,C-301DFC576B6F,,IT,bd,Booking Engine,HB,Mezza Pensione,2025-07-25 16:55:07,17,0,0,,
R-03D09D17274A,2025,2025-07-31,2025-08-03,2025-07,3,2,2,0,C-D5C6E3A406B8,,IT,bd,Booking Engine,,,2025-07-25 17:01:06,6,0,0,,
R-65461920D4B3,2025,2025-09-08,2025-09-13,2025-09,5,2,2,0,C-F975E89DFD24,,IT,bd,Booking Engine,,,2025-07-25 17:02:03,45,1,1,1720.0,1720.0
R-79C7671A2C08,2025,2025-08-27,2025-09-03,2025-08,7,2,0,0,C-4614843ABA4C,,IT,bd,Booking Engine,,,2025-07-25 17:02:22,33,3,1,1145.0,1775.0
R-9F408B94CDB9,2025,2025-08-15,2025-08-25,2025-08,10,2,0,0,C-50276DBFE99B,,IT,bd,Booking Engine,,,2025-07-25 17:05:53,21,0,0,,
R-8D1465F327D0,2025,2025-08-03,2025-08-10,2025-08,7,2,1,0,C-6DEEA74F7012,,IT,bd,Booking Engine,,,2025-07-25 17:07:41,9,1,1,2436.3,2436.3
R-B27142E9F481,2025,2025-08-09,2025-08-16,2025-08,7,2,1,0,C-57423474B803,,IT,bd,Booking Engine,,,2025-07-25 17:10:14,15,0,0,,
R-7084A899B9DA,2025,2025-09-07,2025-09-14,2025-09,7,2,0,0,C-54804C116616,,IT,bd,Booking Engine,,,2025-07-25 17:12:55,44,1,1,1379.7,1379.7
R-5CB02CFB22FF,2025,2025-08-09,2025-08-16,2025-08,7,3,1,0,C-7C0E5F1A178C,IT,IT,bd,Booking Engine,,,2025-07-25 17:23:28,15,0,0,,
R-701F560AA069,2025,2025-08-08,2025-08-10,2025-08,2,2,2,0,C-7293B861E386,,IT,bd,Booking Engine,,,2025-07-25 17:30:15,14,0,0,,
R-DC16AF726831,2025,2025-09-05,2025-09-07,2025-09,2,2,0,0,C-E730463DB1ED,,IT,bd,Booking Engine,,,2025-07-25 17:34:02,42,2,1,270.0,450.0
R-5BFEBA67E5FA,2025,2025-08-10,2025-08-17,2025-08,7,3,2,0,C-B332EC10CE50,,IT,bd,Booking Engine,,,2025-07-25 17:35:34,16,0,0,,
R-9A6667D78A1A,2025,2025-08-17,2025-08-31,2025-08,14,5,0,0,C-9F922C48B9B0,,IT,bd,Booking Engine,,,2025-07-25 17:36:21,23,0,0,,
R-D3655F52E7A9,2025,2025-08-02,2025-08-09,2025-08,7,2,1,0,C-323AEC52B17D,,IT,bd,Booking Engine,,,2025-07-25 17:37:54,8,1,1,2000.0,2000.0
R-B1EFA646CF97,2025,2025-08-10,2025-08-14,2025-08,4,2,0,1,C-006D360B9092,,IT,bd,Booking Engine,,,2025-07-25 17:44:09,16,0,0,,
R-C3BF13ED5498,2025,2025-08-23,2025-08-30,2025-08,7,3,1,0,C-D06BA159C1F3,,IT,bd,Booking Engine,,,2025-07-25 17:48:09,29,1,1,2407.5,2407.5
R-7BF3FA8F3E9D,2025,2025-08-10,2025-08-17,2025-08,7,2,2,0,C-2776869C5E0D,,IT,bd,Booking Engine,,,2025-07-25 18:04:58,16,0,0,,
R-7BEC4A013B2F,2025,2025-08-18,2025-09-01,2025-08,14,5,0,0,C-9F922C48B9B0,,IT,bd,Booking Engine,FB,Pensione Completa,2025-07-25 18:06:47,24,1,1,5699.7,5699.7
R-5C8D010D48B9,2025,2025-08-31,2025-09-07,2025-08,7,2,0,0,C-C6AA88EFD54A,,IT,bd,Booking Engine,,,2025-07-25 18:07:52,37,1,1,1568.7,1568.7
R-1F9F53D20D74,2025,2025-08-17,2025-08-24,2025-08,7,2,0,0,C-7EC784A7634F,,IT,bd,Booking Engine,,,2025-07-25 18:08:07,23,0,0,,
R-2FFE7F5D118B,2025,2025-08-11,2025-08-24,2025-08,13,2,0,0,C-823941AC6847,IT,IT,bd,Booking Engine,,,2025-07-25 18:08:14,17,0,0,,
R-E0BBDE6233BD,2025,2025-08-17,2025-08-21,2025-08,4,2,2,0,C-039712D4B84D,,IT,bd,Booking Engine,,,2025-07-25 18:13:49,23,0,0,,
R-250E0F102810,2025,2025-08-17,2025-08-24,2025-08,7,3,1,0,C-548A776C177A,,IT,bd,Booking Engine,,,2025-07-25 18:21:17,23,0,0,,
